species,growthForm,dimensions,lambda,SurvivalV,SurvivalS,SurvivalEraw,RecruitV,RecruitS,RecruitEraw,GrowthTotV,GrowthTotS,GrowthTotEraw,TotElas,SurvivalE,RecruitE,GrowthTotE,kingdom,phylum,AngioGymnosperm,dicotMonocot,class,order,family,raunkier,clonality,Country,criteriaSize,criteriaStage,criteriaAge,criteria,temporalReplication,start,end,spatialReplication,ecoregion2
Tachigali vasquezii,Tree,15,1.053406802,0.61324,6.571079751,1,516706.6667,0.00000004,0.025669492,0.367329253,3.13840656,0.107634669,1.133304161,0.764751308,0.045300269,0.189948423,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Caesalpiniaceae,Mesophanerophyte,Genet,BOL,Yes,Based on size,NA,S,5,1995,1999,1,Tropical forest
Oxandra asbeckii,Tree,5,1.038971064,0.9998,1.039102884,1,0.039107828,0.82839492,0.037819158,0.089575,0.00463149,0.000187877,1.038007035,0.926769215,0.07286879,0.000361995,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Magnoliales,Annonaceæ,Mesophanerophyte,Genet,GUF,Height,NA,NA,S,NA,NA,NA,NA,Tropical forest
Heliconia acuminata,Herbaceous perennial,6,1.004065159,0.960857013,1.016279738,1,0.01509384,0.720037687,0.012457255,0.780126831,0.336958716,0.034862636,1.047319892,0.909636221,0.023788826,0.066574953,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Zingiberales,Heliconiaceae,Geophyte,Genet,BRA,Vegetative shoot number,Yes,NA,S.ST,3,1998,2000,1,Tropical forest
Ardisia elliptica,Shrub,8,1.060398873,0.84841665,1.249847294,1,12.06737425,0.001223697,0.022981396,0.307693657,2.328289013,0.123205872,1.146187267,0.744915562,0.040100595,0.214983843,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Ericales,Myrsinaceae,Nanophanerophyte,Genet,USA,Height,Based on size,NA,S,3,1999,2001,5,Tropical forest
Miconia prasina,Shrub,4,0.996707899,0.868125,1.135830407,1,0,0,0,0.638992439,0.785622041,0.113897568,1.113897568,0.795497233,0,0.204502767,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Myrtales,Melastomataceae,Nanophanerophyte,Ramet,USA,Height & Diameter,Based on size,NA,S,3,1995,1997,4,Tropical forest
Prioria copaifera,Tree,8,1.018530948,0.99275,1.025539474,1,0.059224753,0.039269674,0.009137558,0.063469265,0.338185967,0.017086282,1.02622384,0.948892553,0.017808119,0.033299327,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Mesophanerophyte,Genet,NA,DBH,NA,NA,S,9,1982,1990,1,Tropical forest
Phaseolus lunatus,Herbaceous perennial,6,0.767590234,0.208333333,5.338979713,1,84.66666667,0.003041036,0.240478112,0.87254902,1.023867842,0.520707864,1.761185977,0.135598413,0.273086563,0.591315024,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Fabaceae,Chamaephyte,Genet,CRI,Stem diameter,Based on size,NA,S,3,1994,1996,1,Tropical forest
Calocedrus macrolepis,Tree,14,0.968274087,0.915821429,1.034101379,1,2.258018126,0.001786757,0.006698891,0.061428081,0.560230293,0.025057354,1.031756245,0.93844235,0.012985414,0.048572236,Plantae,Pinophyta,Gymnosperm,NA,Pinopsida,Pinales,Cupressaceae,Megaphanerophyte,Genet,VNM,height & DBH,NA,NA,S,3,2003,2005,1,Tropical forest
Eperua falcata,Tree,6,0.997665379,0.990766667,1.003641354,1,0.006060136,0.688785601,0.005011518,0.021135916,0.304069282,0.004494512,1.00950603,0.981166968,0.009928654,0.008904378,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fabales,Caesalpiniaceae,Megaphanerophyte,Genet,GUF,DBH,NA,NA,S,NA,NA,NA,NA,Tropical forest
Geonoma macrostachys,Palm,10,0.976747574,0.9537,1.010482691,1,1.572529106,0.043750715,0.009348039,0.250561837,3.023834696,0.096815678,1.106163717,0.808050625,0.016901727,0.175047648,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Arecales,Arecaceae,Mesophanerophyte,Genet,ECU,Leaf length,NA,Yes,ST.A,2,1997,1998,1,Tropical forest
Carex aquatilis,Herbaceous perennial,4,0.914655335,0.53625,1.09889824,1,0,0,0,0.452452734,0.527759288,0.163295205,1.163295205,0.719254057,0,0.280745943,Plantae,Magnoliophyta,Angiosperm,Monocot,Liliopsida,Poales,Cyperaceae,Geophyte,Ramet,CAN,NA,Yes,NA,ST,1,1996,1996,2,Arctic
Salix arctica,Herbaceous perennial,4,1.069847629,0.21525,232.3419822,1,0,0,0,166.8489828,1.627235484,0.721496275,1.721496275,0.161780033,0,0.838219967,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Malpighiales,Salicaceae,Chamaephyte,Ramet,CAN,NA,Yes,NA,ST,2,1995,1996,1,Arctic
Pinguicula alpina,Herbaceous perennial,11,1.032930469,0.825490909,1.459586008,1,1.403653987,0.010883603,0.058226299,0.792915587,2.41935358,0.200063145,1.258289444,0.589459412,0.092548339,0.317992249,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,Geophyte,Genet,SWE,Yes,Based on size,NA,S,8,1984,1991,1,Arctic
Pinguicula vulgaris,Herbaceous perennial,11,1.08640789,0.775118182,1.672941375,1,4.291535354,0.004544058,0.072321989,0.728946106,3.740114942,0.246236166,1.318558155,0.516808335,0.109698596,0.373493069,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Lamiales,Lentibulariaceae,Hemicryptophyte,Genet,SWE,Yes,Based on size,NA,S,8,1984,1991,1,Arctic
Betula nana,Shrub,4,0.931699279,0.76225,1.082549599,1,0.056312734,0.250997448,0.029026392,0.620564913,0.114635772,0.03099622,1.060022612,0.886752204,0.05476561,0.058482186,Plantae,Magnoliophyta,Angiosperm,Eudicot,Magnoliopsida,Fagales,Betulaceae,Nanophanerophyte,Genet,USA,Branch ?,NA,NA,S,2,1985,1986,1,Arctic
