"accepted_binomial","latitude","longitude","verbatim_family","verbatim_scientific_name","family_matched","name_matched","name_matched_author","higher_plant_group","scrubbed_taxonomic_status","scrubbed_family","scrubbed_author","date_collected","datasource","dataset","dataowner","custodial_institution_codes","collection_code","datasource_id","is_cultivated_observation","is_cultivated_in_region","is_location_cultivated","is_geovalid","species","BIO1","BIO4","BIO12","BIO15"
"Hieracium valentinum",40.597,-1.954,"Asteraceae","Hieracium valentinum Pau","Asteraceae","Hieracium valentinum","Pau","flowering plants","Accepted","Asteraceae","Pau",2016-07-01,"GBIF","LEB","LEB","LEB","LEB",4548,,0,,1,"Hieracium valentinum",9.15671920776367,656.820007324219,612,31.0628471374512
"Hieracium valentinum",42.166,-2.147,"Asteraceae","Hieracium valentinum Pau","Asteraceae","Hieracium valentinum","Pau","flowering plants","Accepted","Asteraceae","Pau",2015-06-28,"GBIF","LEB","LEB","LEB","LEB",4548,,0,,1,"Hieracium valentinum",10.6649789810181,602.55419921875,499,27.2660598754883
"Hieracium valentinum",42.61,-2.73,"Asteraceae","Hieracium valentinum Pau","Asteraceae","Hieracium valentinum","Pau","flowering plants","Accepted","Asteraceae","Pau",2019-07-14,"GBIF","VAL","VAL","VAL","VAL",4904,,0,,1,"Hieracium valentinum",11.4351873397827,558.433532714844,614,24.1208763122559
"Hieracium valentinum",42.157,-2.135,"Asteraceae","Hieracium valentinum Pau","Asteraceae","Hieracium valentinum","Pau","flowering plants","Accepted","Asteraceae","Pau",2015-06-28,"GBIF","LEB","LEB","LEB","LEB",4548,,0,,1,"Hieracium valentinum",10.6649789810181,602.55419921875,499,27.2660598754883
"Hieracium valentinum",42.2228,-2.2501,"Asteraceae","Hieracium valentinum Pau","Asteraceae","Hieracium valentinum","Pau","flowering plants","Accepted","Asteraceae","Pau",1983-07-06,"GBIF","MA","MA","MA","MA",4584,,0,,1,"Hieracium valentinum",10.3093957901001,586.780090332031,527,27.2746200561523
"Jacobaea alpina",46.48,11.02722,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",2000-07-18,"GBIF","W","W","W","Herbarium W",4913,,0,,1,"Jacobaea alpina",7.75657272338867,680.826904296875,572,42.0134201049805
"Jacobaea alpina",42.97393,13.289727,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1985-07-15,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,0,,1,"Jacobaea alpina",7.56426048278809,651.6357421875,939,21.4755516052246
"Jacobaea alpina",70.040169,22.251303,"Asteraceae","Senecio cordatus (Jacq.) Koch","Asteraceae","Senecio cordatus","Koch","flowering plants","Accepted","Asteraceae","(L.) Moench",1992-08-31,"GBIF","NMBU:MINA","NMBU:MINA","NMBU:MINA","V",640,,0,,1,"Jacobaea alpina",0.748099088668823,645.316223144531,559,21.8302593231201
"Jacobaea alpina",47.5,11.5,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1977-08-06,"GBIF","KR","KR","KR","SMNKfungicoll",4527,0,0,,1,"Jacobaea alpina",4.29791688919067,621.90966796875,1291,34.4016571044922
"Jacobaea alpina",42.924289,13.205213,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1956-08-07,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,,,0,"Jacobaea alpina",7.56426048278809,651.6357421875,939,21.4755516052246
"Jacobaea alpina",42.924509,13.289218,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1954-07-27,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,,,0,"Jacobaea alpina",7.56426048278809,651.6357421875,939,21.4755516052246
"Jacobaea alpina",46.7,9.2,"Asteraceae","Jacobaea alpina (L.) Moench","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1978-07-23,"GBIF","KR","KR","KR","SMNKfungicoll",4527,,0,,1,"Jacobaea alpina",4.78533315658569,601.723693847656,1600,24.808256149292
"Jacobaea alpina",42.872557,13.123755,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1983-06-30,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,,,0,"Jacobaea alpina",9.51577091217041,666.331420898438,878,20.3415088653564
"Jacobaea alpina",42.872918,13.206016,"Asteraceae","Jacobaea alpina subsp. samnitum (Nyman) Peruzzi","Asteraceae","Jacobaea alpina","(L.) Moench","flowering plants","Accepted","Asteraceae","(L.) Moench",1960-07-14,"GBIF","BIO-UNIPI","BIO-UNIPI","BIO-UNIPI","WIKIITA",2640,,,,0,"Jacobaea alpina",7.56426048278809,651.6357421875,939,21.4755516052246
