UniqueID,Plot,Plot2,Major_taxa,Order,Species,Mass_g,Mortality_per_yr,Longevity_yr,Temperature_C,Trophic,Group,Family,Genus,Reference,Notes_source,Lifespan_measure,Notes_measure,Common name
94,1,1,Mammal,Artiodactyla,Elaphurus davidianus,186500,0.090909091,11,,Herbivore,Eutherian,Cervidae,Elaphurus,AnAge Data,HAGRID: 1677; Refs: 434;455;542;547;610;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Pere David's deer
95,1,1,Mammal,Artiodactyla,Elaphurus davidianus,1.75E+05,0.141,7.092198582,38,Herbivore,Eutherian,,Elaphurus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
96,1,1,Mammal,Artiodactyla,Elaphurus davidianus,1.75E+05,0.108,9.259259259,38,Herbivore,Eutherian,,Elaphurus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
97,1,1,Mammal,Artiodactyla,Eudorcas rufifrons,15011,0.172413793,5.8,,Herbivore,Eutherian,Bovidae,Eudorcas,AnAge Data,HAGRID: 1594; Refs: 434;455;610;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Red-fronted gazelle
98,1,1,Mammal,Artiodactyla,Eudorcas thomsonii,25000,0.125,8,,Herbivore,Eutherian,Bovidae,Eudorcas,AnAge Data,HAGRID: 1595; Refs: 434;455;610;671;680,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Thomson's gazelle
99,1,1,Mammal,Artiodactyla,Gazella cuvieri,17500,0.139664804,7.16,,Herbivore,Eutherian,Bovidae,Gazella,AnAge Data,HAGRID: 1597; Refs: 455;610;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Cuvier's gazelle
100,1,1,Mammal,Artiodactyla,Gazella dorcas,14500,0.105485232,9.48,39.05,Herbivore,Eutherian,Bovidae,Gazella,AnAge Data,HAGRID: 1598; Refs: 43;445;561;067;168;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Dorcas gazelle
101,1,1,Mammal,Artiodactyla,Gazella dorcas,2.30E+04,0.204,4.901960784,38,Herbivore,Eutherian,,Gazella,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
102,1,1,Mammal,Artiodactyla,Gazella gazella,23250,0.136612022,7.32,39.65,Herbivore,Eutherian,Bovidae,Gazella,AnAge Data,HAGRID: 1599; Refs: 3;594;344;556;106;710;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Mountain gazelle
103,1,1,Mammal,Artiodactyla,Gazella gazella,2.25E+04,0.213,4.694835681,38,Herbivore,Eutherian,,Gazella,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
104,1,1,Mammal,Artiodactyla,Gazella leptoceros,48500,0.171232877,5.84,,Herbivore,Eutherian,Bovidae,Gazella,AnAge Data,HAGRID: 1600; Refs: 434;455;542;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Rhim gazelle
105,1,1,Mammal,Artiodactyla,Gazella subgutturosa,48500,0.153374233,6.52,39.65,Herbivore,Eutherian,Bovidae,Gazella,AnAge Data,HAGRID: 1602; Refs: 4;344;555;426;106;710;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Goitered gazelle
106,1,1,Mammal,Artiodactyla,Giraffa camelopardalis,800000,0.063291139,15.8,37.25,Herbivore,Eutherian,Giraffidae,Giraffa,AnAge Data,HAGRID: 1699; Refs: 43;443;645;561;067;100;000;000;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Giraffe
107,1,1,Mammal,Artiodactyla,Giraffa camelopardalis,9.00E+05,0.101,9.900990099,38,Herbivore,Eutherian,,Giraffa,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
108,1,1,Mammal,Artiodactyla,Giraffa camelopardalis,9.00E+05,0.097,10.30927835,38,Herbivore,Eutherian,,Giraffa,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
109,1,1,Mammal,Artiodactyla,Giraffa camelopardalis,9.00E+05,0.069,14.49275362,38,Herbivore,Eutherian,,Giraffa,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
110,1,1,Mammal,Artiodactyla,Hemitragus hylocrius,75000,0.144508671,6.92,,Herbivore,Eutherian,Bovidae,Hemitragus,AnAge Data,HAGRID: 1603; Refs: 434;455;542;671;730,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Nilgiri tahr
111,1,1,Mammal,Artiodactyla,Hemitragus jemlahicus,35200,0.114678899,8.72,,Herbivore,Eutherian,Bovidae,Hemitragus,AnAge Data,HAGRID: 1605; Refs: 434;455;610;671;676,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Himalayan tahr
112,1,1,Mammal,Artiodactyla,Hemitragus jemlahicus,9.00E+04,0.256,3.90625,38,Herbivore,Eutherian,,Hemitragus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
113,1,1,Mammal,Artiodactyla,Hexaprotodon liberiensis,215000,0.059101655,16.92,,Herbivore,Eutherian,Hippopotamidae,Hexaprotodon,AnAge Data,HAGRID: 1701; Refs: 4;344;556;106;711;130,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Pygmy hippopotamus
114,1,1,Mammal,Artiodactyla,Hippopotamus amphibius,3750000,0.040849673,24.48,35.55,Herbivore,Eutherian,Hippopotamidae,Hippopotamus,AnAge Data,HAGRID: 1702; Refs: 2;81;434;455;610;671;676;677;680;1038;1143,captivity,captivity; large sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Hippopotamus
115,1,1,Mammal,Artiodactyla,Hippopotamus amphibius,1.20E+06,0.03,33.33333333,38,Herbivore,Eutherian,,Hippopotamus,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
116,1,1,Mammal,Artiodactyla,Hippopotamus amphibius,1.42E+06,0.056,17.85714286,38,Herbivore,Eutherian,,Hippopotamus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
117,1,1,Mammal,Artiodactyla,Hippopotamus amphibius,1.42E+06,0.05,20,38,Herbivore,Eutherian,,Hippopotamus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
118,1,1,Mammal,Artiodactyla,Hippopotamus amphibius,1.42E+06,0.046,21.73913043,38,Herbivore,Eutherian,,Hippopotamus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
119,1,1,Mammal,Artiodactyla,Hippotragus equinus,225000,0.096525097,10.36,,Herbivore,Eutherian,Bovidae,Hippotragus,AnAge Data,HAGRID: 1606; Refs: 455;545;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Roan antelope
120,1,1,Mammal,Artiodactyla,Hippotragus niger,225000,0.112612613,8.88,,Herbivore,Eutherian,Bovidae,Hippotragus,AnAge Data,HAGRID: 1607; Refs: 434;455;671,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Sable antelope
121,1,1,Mammal,Artiodactyla,Hydropotes inermis,11500,0.179856115,5.56,38.45,Herbivore,Eutherian,Cervidae,Hydropotes,AnAge Data,HAGRID: 1680; Refs: 4;344;556;716;771;030,captivity,captivity; large sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Chinese water deer
122,1,1,Mammal,Artiodactyla,Hydropotes inermis,1.35E+04,0.213,4.694835681,38,Herbivore,Eutherian,,Hydropotes,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
123,1,1,Mammal,Artiodactyla,Hyemoschus aquaticus,1.09E+04,0.196,5.102040816,38,Herbivore,Eutherian,,Hyemoschus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
124,1,1,Mammal,Artiodactyla,Hyemoschus aquaticus,1.09E+04,0.182,5.494505495,38,Herbivore,Eutherian,,Hyemoschus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
125,1,1,Mammal,Artiodactyla,Kobus ellipsiprymnus,175333,0.083333333,12,38.85,Herbivore,Eutherian,Bovidae,Kobus,AnAge Data,HAGRID: 1608; Refs: 3;643;445;561;067;160;000;000;000;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Waterbuck
126,1,1,Mammal,Artiodactyla,Kobus ellipsiprymnus,2.10E+05,0.137,7.299270073,38,Herbivore,Eutherian,,Kobus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
127,1,1,Mammal,Artiodactyla,Kobus kob,105000,0.114155251,8.76,,Herbivore,Eutherian,Bovidae,Kobus,AnAge Data,HAGRID: 1609; Refs: 434;455;671;676;680,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Kob
128,1,1,Mammal,Artiodactyla,Kobus kob,1.18E+05,0.206,4.854368932,38,Herbivore,Eutherian,,Kobus,Ricklefs 1998; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
129,1,1,Mammal,Artiodactyla,Kobus leche,94800,0.098425197,10.16,,Herbivore,Eutherian,Bovidae,Kobus,AnAge Data,HAGRID: 1610; Refs: 4;555;426;711;135,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Lechwe
130,1,1,Mammal,Artiodactyla,Kobus leche,1.11E+05,0.169,5.917159763,38,Herbivore,Eutherian,,Kobus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
131,1,1,Mammal,Artiodactyla,Kobus megaceros,90000,0.118483412,8.44,,Herbivore,Eutherian,Bovidae,Kobus,AnAge Data,HAGRID: 1611; Refs: 455;542;671,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Nile lechwe
132,1,1,Mammal,Artiodactyla,Kobus megaceros,8.75E+04,0.256,3.90625,38,Herbivore,Eutherian,,Kobus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
133,1,1,Mammal,Artiodactyla,Lama glama,140000,0.08650519,11.56,38.45,Herbivore,Eutherian,Camelidae,Lama,AnAge Data,HAGRID: 1660; Refs: 364;344;556;719;781;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Llama
134,1,1,Mammal,Artiodactyla,Lama guanicoe,127500,0.074183976,13.48,38.15,Herbivore,Eutherian,Camelidae,Lama,AnAge Data,HAGRID: 1661; Refs: 4;344;556;106;711;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Guanaco
135,1,1,Mammal,Artiodactyla,Lama guanicoe,8.50E+04,0.127,7.874015748,38,Herbivore,Eutherian,,Lama,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
136,1,1,Mammal,Artiodactyla,Litocranius walleri,43500,0.144508671,6.92,,Herbivore,Eutherian,Bovidae,Litocranius,AnAge Data,HAGRID: 1612; Refs: 455;542;671;978,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Gerenuk
137,1,1,Mammal,Artiodactyla,Litocranius walleri,3.80E+04,0.323,3.095975232,38,Herbivore,Eutherian,,Litocranius,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
138,1,1,Mammal,Artiodactyla,Litocranius walleri,3.80E+04,0.213,4.694835681,38,Herbivore,Eutherian,,Litocranius,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
139,1,1,Mammal,Artiodactyla,Madoqua guentheri,4550,0.142857143,7,37.95,Herbivore,Eutherian,Bovidae,Madoqua,AnAge Data,HAGRID: 1613; Refs: 6;106;711;064,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Gunther's dik-dik
140,1,1,Mammal,Artiodactyla,Madoqua kirkii,5000,0.144508671,6.92,39.15,Herbivore,Eutherian,Bovidae,Madoqua,AnAge Data,HAGRID: 1614; Refs: 364;344;556;106;716;000;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Kirk's dik-dik
141,1,1,Mammal,Artiodactyla,Mazama americana,33000,0.14619883,6.84,,Herbivore,Eutherian,Cervidae,Mazama,AnAge Data,HAGRID: 1681; Refs: 434;455;542;610;671;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Red brocket
142,1,1,Mammal,Artiodactyla,Mazama americana,2.28E+04,0.213,4.694835681,38,Herbivore,Eutherian,,Mazama,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
143,1,1,Mammal,Artiodactyla,Mazama americana,2.28E+04,0.213,4.694835681,38,Herbivore,Eutherian,,Mazama,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
144,1,1,Mammal,Artiodactyla,Mazama gouazoubira,17000,0.168918919,5.92,,Herbivore,Eutherian,Cervidae,Mazama,AnAge Data,HAGRID: 1682; Refs: 434;455;542;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Gray brocket
145,1,1,Mammal,Artiodactyla,Moschiola meminna,2450,0.172413793,5.8,,Herbivore,Eutherian,Tragulidae,Moschiola,AnAge Data,HAGRID: 1719; Refs: 434;455;610;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Indian spotted chevrotain
146,1,1,Mammal,Artiodactyla,Muntiacus muntjak,21000,0.132978723,7.52,,Herbivore,Eutherian,Cervidae,Muntiacus,AnAge Data,HAGRID: 1685; Refs: 4;344;484;554;875;420;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Indian muntjac
147,1,1,Mammal,Artiodactyla,Muntiacus reevesi,18000,0.107758621,9.28,,Herbivore,Eutherian,Cervidae,Muntiacus,AnAge Data,HAGRID: 1686; Refs: 43;445;561;067;167;700;000;000,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Reeves's muntjac
148,1,1,Mammal,Artiodactyla,Naemorhedus baileyi,28863,0.131578947,7.6,,Herbivore,Eutherian,Bovidae,Naemorhedus,AnAge Data,HAGRID: 1615; Refs: 671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Red goral
149,1,1,Mammal,Artiodactyla,Naemorhedus caudatus,27000,0.123152709,8.12,,Herbivore,Eutherian,Bovidae,Naemorhedus,AnAge Data,HAGRID: 1616; Refs: 671;730,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Chinese goral
150,1,1,Mammal,Artiodactyla,Naemorhedus goral,31750,0.142045455,7.04,,Herbivore,Eutherian,Bovidae,Naemorhedus,AnAge Data,HAGRID: 1617; Refs: 448;455;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Goral
151,1,1,Mammal,Artiodactyla,Nanger dama,73000,0.129533679,7.72,39.35,Herbivore,Eutherian,Bovidae,Nanger,AnAge Data,HAGRID: 1618; Refs: 4;556;106;719;781;030,captivity,captivity; large sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Dama gazelle
152,1,1,Mammal,Artiodactyla,Nanger granti,67000,0.126903553,7.88,,Herbivore,Eutherian,Bovidae,Nanger,AnAge Data,HAGRID: 1619; Refs: 434;455;610;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Grant's gazelle
153,1,1,Mammal,Artiodactyla,Nanger soemmerringii,48500,0.161290323,6.2,,Herbivore,Eutherian,Bovidae,Nanger,AnAge Data,HAGRID: 1620; Refs: 434;455;671,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Soemmering's gazelle
154,1,1,Mammal,Artiodactyla,Neotragus moschatus,6500,0.185185185,5.4,,Herbivore,Eutherian,Bovidae,Neotragus,AnAge Data,HAGRID: 1621; Refs: 434;455;671,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Suni
155,1,1,Mammal,Artiodactyla,Neotragus pygmaeus,2250,0.225225225,4.44,,Herbivore,Eutherian,Bovidae,Neotragus,AnAge Data,HAGRID: 1622; Refs: 434;671;978,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Royal antelope
156,1,1,Mammal,Artiodactyla,Odocoileus hemionus,57000,0.113636364,8.8,40.15,Herbivore,Eutherian,Cervidae,Odocoileus,AnAge Data,HAGRID: 1687; Refs: 434;455;671;731;107;000;000;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Mule deer
157,1,1,Mammal,Artiodactyla,Odocoileus virginianus,87000,0.108695652,9.2,39.15,Herbivore,Eutherian,Cervidae,Odocoileus,AnAge Data,HAGRID: 1688; Refs: 36;86;420;434;441;455;610;677;680;731;956;1143,captivity,captivity; large sample size; high quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,White-tailed deer
158,1,1,Mammal,Artiodactyla,Odocoileus virginianus,5.55E+04,0.256,3.90625,38,Herbivore,Eutherian,,Odocoileus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
159,1,1,Mammal,Artiodactyla,Odocoileus virginianus,5.55E+04,0.256,3.90625,38,Herbivore,Eutherian,,Odocoileus,Carey 2000; Smith 2003; in McCoy Gillooly 2008,McCoy Gillooly 2008,,,
160,1,1,Mammal,Artiodactyla,Okapia johnstoni,225000,0.074626866,13.4,38.22,Herbivore,Eutherian,Giraffidae,Okapia,AnAge Data,HAGRID: 1700; Refs: 4;344;556;106;716;800;000,captivity,captivity; medium sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Okapi
161,1,1,Mammal,Artiodactyla,Oreamnos americanus,90000,0.120192308,8.32,,Herbivore,Eutherian,Bovidae,Oreamnos,AnAge Data,HAGRID: 1623; Refs: 3;643;444;144;845;560;000;000;000,captivity,captivity; small sample size; acceptable quality; Reported lifespan divided by 2.5 to estimate average lifespan in the wild to align with McCoy Gillooly 2008,Mountain goat
