site,Leaf_N_g/kg,Leaf_P_g/kg,NPP_kgCm-2y-1,Mean_annual_temperature_°„C,Thornthwaite_moisture_index,Soil_total_N_Concentration_g/kg,Soil_total_P_Concentration_g/kg,Type
360237F,18.66036001,1.738914471,0.493275,9.724757,18.2167263,1.039009817,0.347153813,Tree community
360238F,18.39156527,0.979411645,0.47945,12.34907,-1.208451509,0.926788187,0.347032129,Tree community
360239F,18.39156527,0.979411645,0.47945,12.34907,-1.208385825,1.101424508,0.323301515,Tree community
360240F,18.39156527,0.979411645,0.47945,12.34907,-1.208274484,1.040491804,0.274900962,Tree community
360241F,16.63573653,0.890565471,0.49325,12.668808,0,0.309664187,1.646334853,Tree community
360242F,16.63573653,0.890565471,0.49325,12.668808,0,0.519784907,2.089300752,Tree community
360243F,16.63573653,0.890565471,0.49325,12.668808,0,0.457635081,2.33623554,Tree community
360244F,14.49040301,1.955345701,0.4922,13.10035,0,0.388480516,0.207466567,Tree community
360245F,14.49040301,1.955345701,0.4922,13.10035,0,0.971504376,0.145637901,Tree community
360246F,14.49040301,1.955345701,0.4922,13.10035,0,0.466766656,0.224113764,Tree community
360247F,21.97191979,1.625986782,0.530675,9.159986,35.99627304,1.180597769,0.23182735,Tree community
360248F,21.97191979,1.625986782,0.530675,9.159986,35.99631882,0.879923232,0.206787031,Tree community
360249F,21.97191979,1.625986782,0.530675,9.159986,35.99639511,1.000843502,0.228270864,Tree community
360250F,3.645080089,1.148307351,0.540525,10.674214,16.77503967,0.612221207,0.154711062,Tree community
360251F,3.645080089,1.148307351,0.540525,10.674214,16.77483368,1.037728742,0.188993263,Tree community
360252F,3.645080089,1.148307351,0.540525,10.674214,16.77475739,1.313934793,0.219150327,Tree community
360253F,1.327808064,0.182959082,0.52575,11.488585,19.33938408,0.618071397,0.612247536,Tree community
360254F,8.270265158,1.033121975,0.52575,11.488585,19.33942413,0.727402787,0.532885597,Tree community
360255F,8.270265158,1.033121975,0.52575,11.488585,19.33941841,0.73164622,0.635839331,Tree community
360256F,14.52441141,0.928471266,0.483825,11.36435,12.53892708,1.376848156,0.415382192,Tree community
360257F,14.52441141,0.928471266,0.483825,11.36435,12.53879547,1.106764572,0.202874456,Tree community
360258F,14.52441141,0.928471266,0.533575,11.36435,12.53876781,0.94955582,0.233636096,Tree community
360259F,15.52638915,0.423848244,0.538175,11.156705,19.19201851,1.207429704,0.253065538,Tree community
360260F,15.52638915,0.423848244,0.609425,11.595527,16.5370369,1.180517303,0.437009843,Tree community
360261F,15.52638915,0.423848244,0.609425,11.595527,16.53699875,1.359819609,0.340720141,Tree community
360262F,20.72933012,1.307967612,0.95845,9.122126,26.14642906,1.830310534,0.457229626,Tree community
360263F,20.72933012,1.307967612,0.95845,9.122126,26.14648247,1.369990428,0.276651076,Tree community
360264F,20.72933012,1.307967612,0.95845,9.122126,26.14643288,1.117217228,0.507003413,Tree community
360265F,22.60519397,1.436132816,0.69745,8.437006,42.88142014,1.483771989,0.479595654,Tree community
360266F,22.60519397,1.436132816,0.69745,8.432883,42.88270187,1.570541261,0.414456326,Tree community
360267F,22.60519397,1.436132816,0.69745,8.432883,42.88247299,2.69767478,0.416294813,Tree community
360268F,11.77913672,1.243999304,0.631925,8.302744,46.84806824,1.07750723,0.400398377,Tree community
360269F,11.77913672,1.243999304,0.631925,8.302744,46.84870911,1.271538027,0.318815101,Tree community
360270F,11.77913672,1.243999304,0.631925,8.302744,46.84861755,1.282229236,0.44192036,Tree community
360271F,22.34222476,1.558535105,0.6799,7.294888,60.77370071,1.282462921,0.252940315,Tree community
360272F,22.34222476,1.558535105,0.619475,7.294888,60.77331924,0.794720693,0.190850015,Tree community
360273F,22.34222476,1.558535105,0.619475,7.294888,60.77342224,0.973790469,0.217494715,Tree community
360274F,20.12008928,1.252680558,0.59145,6.879619,29.72045708,2.67298733,0.760049453,Tree community
360275F,20.12008928,1.252680558,0.59145,6.879619,29.71938896,3.496762939,0.822411135,Tree community
360276F,20.12008928,1.252680558,0.59145,6.879619,29.71954346,2.650722068,0.63321317,Tree community
360277F,25.65264506,1.811590096,0.53555,6.535156,34.76942062,2.517199377,0.600179842,Tree community
360278F,25.65264506,1.811590096,0.53555,6.535156,34.76935196,1.640320837,0.556991926,Tree community
360279F,25.65264506,1.811590096,0.53555,6.535156,34.76936722,1.755393436,0.627751836,Tree community
360280F,32.22046265,1.775626054,0.564425,11.083462,-11.64736176,1.183613625,0.627400496,Tree community
360281F,32.22046265,1.775626054,0.5911,10.8805,-10.95962811,1.122398666,0.646675524,Tree community
360282F,32.22046265,1.775626054,0.5911,10.8805,-10.95956612,1.513973978,0.623960312,Tree community
360283F,21.33186063,1.074154578,0.62105,10.920618,-5.653844357,2.117750109,2.605308299,Tree community
360284F,21.33186063,1.074154578,0.62105,10.920618,-5.653947353,1.82259428,1.920318651,Tree community
360285F,21.33186063,1.074154578,0.62105,10.920618,-5.653918743,1.184603267,5.992658195,Tree community
360286F,14.86404213,0.986206028,0.4974,9.72379,0,1.654700683,0.592772375,Tree community
360287F,14.86404213,0.986206028,0.4974,9.72379,0,1.977070394,0.619640957,Tree community
360288F,14.86404213,0.986206028,0.4974,9.72379,0,1.94051985,0.622801091,Tree community
360289F,18.20702668,1.454950725,0.6111,5.226586,106.6536102,1.333344243,0.539441725,Tree community
360290F,18.20702668,1.454950725,0.6111,5.226586,106.6537857,0.720750831,0.583503035,Tree community
360291F,18.20702668,1.454950725,0.6111,5.226586,106.6540222,0.988999137,0.561259575,Tree community
360292F,36.89693272,2.260148852,0.681675,9.433303,24.70260811,2.597556547,0.55455618,Tree community
360293F,36.89693272,2.260148852,0.681675,9.433303,24.70283699,0.89636804,0.385959223,Tree community
360294F,36.89693272,2.260148852,0.681675,9.433303,24.70306587,1.477169372,0.45696781,Tree community
360295F,32.00623023,1.931981976,0.6148,10.484923,11.52946186,0.974573236,0.31962491,Tree community
360296F,32.00623023,1.931981976,0.6148,10.484923,11.52943325,0.559560114,0.444841616,Tree community
360297F,32.00623023,1.931981976,0.6148,10.484923,11.52946854,1.014155885,0.290690344,Tree community
360298F,13.84194755,0.976057002,0.54825,13.588496,6.863427639,0.506023515,0.481013614,Tree community
360299F,13.84194755,0.976057002,0.54825,13.588496,6.696141243,0.932514303,0.453479268,Tree community
360300F,13.84194755,0.976057002,0.54825,13.588496,6.696549416,0.633197082,0.358189869,Tree community
360301F,14.98236147,0.780538347,0.559775,11.676817,27.67429924,0.877300576,0.296775698,Tree community
360302F,14.98236147,0.780538347,0.559775,11.676817,27.674366,0.715790733,0.322417852,Tree community
360303F,14.98236147,0.780538347,0.559775,11.676817,27.6744976,0.75685926,0.771590089,Tree community
360304F,1.304418829,0.220057227,0.33945,14.747928,5.898713112,0.57573329,0.623883363,Tree community
360305F,24.33736605,1.50895692,0.33945,14.747928,5.898690224,0.627314235,0.590949587,Tree community
360306F,24.33736605,1.50895692,0.33945,14.747928,5.898061275,0.792093722,0.611106041,Tree community
360307F,16.92814881,1.203055111,0.483925,13.59124,20.54506493,0.692502299,0.290107265,Tree community
360308F,16.92814881,1.203055111,0.483925,13.59124,20.54516029,0.747900527,0.599806441,Tree community
360309F,16.92814881,1.203055111,0.483925,13.59124,20.54501724,0.655639464,0.370672145,Tree community
360310F,19.01917343,1.272581307,0.510025,14.374301,17.75660896,0.842425041,0.733590901,Tree community
360311F,19.01917343,1.272581307,0.510025,14.374301,17.75644684,1.08913023,0.982924111,Tree community
360312F,19.01917343,1.272581307,0.510025,14.374301,17.75653076,1.043716687,0.786790692,Tree community
360313F,15.8579847,0.850012413,0.45015,13.757443,22.76999474,0.814764273,0.151462134,Tree community
360314F,15.8579847,0.850012413,0.4359,13.757443,22.76996994,0.542298373,0.114615634,Tree community
360315F,15.8579847,0.850012413,0.4359,13.757443,22.76997375,0.648586789,0.14789815,Tree community
360316F,18.28927104,1.302105718,NA,11.607881,14.30516434,0.66773463,0.652010843,Tree community
360317F,18.28927104,1.302105718,NA,11.607881,14.30491829,0.830503081,0.343561512,Tree community
360318F,18.28927104,1.302105718,0.475575,9.290395,91.58805084,1.216412801,0.349925513,Tree community
360319F,19.50969346,1.167540526,0.889825,10.369045,25.35377693,0.889137304,0.404518463,Tree community
360320F,19.50969346,1.167540526,0.889825,10.369045,25.35357285,1.162308821,0.424461085,Tree community
360321F,19.50969346,1.167540526,0.889825,10.369045,25.35337067,1.49061124,0.299307365,Tree community
360322F,5.42057638,1.104501031,0.3467,11.612848,47.10012436,1.034355112,0.359856723,Tree community
360323F,5.42057638,1.104501031,0.341575,11.612848,47.09991837,1.206408031,0.331283324,Tree community
360324F,5.42057638,1.104501031,0.341575,11.612848,47.09976959,1.226719204,0.239208424,Tree community
360325F,32.14479833,2.005077153,0.474925,14.025989,6.169332504,0.413923932,0.936396168,Tree community
360326F,32.14479833,2.005077153,0.540375,14.025989,6.169613838,0.46333812,0.754495778,Tree community
360327F,32.14479833,2.005077153,0.540375,14.558442,2.168339729,0.674117242,0.524756543,Tree community
360328F,18.70913595,2.0267372,0.57035,7.98988,58.32129288,1.93914834,0.622314962,Tree community
360329F,18.70913595,2.0267372,0.57035,7.98988,58.3211174,1.526267725,0.722087766,Tree community
360330F,18.70913595,2.0267372,0.57035,7.98988,58.32064438,3.256277685,1.180727968,Tree community
360331F,18.83170061,1.305984354,0.60785,14.635965,-2.355176449,1.563343183,0.657233824,Tree community
360332F,18.83170061,1.305984354,0.56605,14.635965,-2.354833126,1.490690957,0.580645244,Tree community
360333F,18.83170061,1.305984354,0.56605,14.635965,-2.354939938,0.991296938,0.539453622,Tree community
360334F,19.48494067,1.004713853,0.587475,12.465974,32.58879471,0.711060852,0.241519667,Tree community
360335F,19.48494067,1.004713853,0.587475,12.465974,32.58883286,0.738131679,0.213713841,Tree community
360336F,19.48494067,1.004713853,0.587475,12.465974,32.58880997,1.094030614,0.301958905,Tree community
360337F,18.20386005,1.168761154,0.529575,11.983696,43.3069458,1.105594615,0.282506885,Tree community
360338F,18.20386005,1.168761154,0.529575,11.983696,43.30704498,1.120634324,0.273802093,Tree community
360339F,18.20386005,1.168761154,0.529575,11.983696,43.30714798,1.244774363,0.298640048,Tree community
360340F,11.32472191,0.888362551,0.43725,9.571493,78.45111084,1.405593048,0.282130012,Tree community
360341F,11.32472191,0.888362551,0.43725,9.571493,78.45168304,1.147820437,0.248925015,Tree community
360342F,11.32472191,0.888362551,0.43725,9.571493,78.4519043,1.263738663,0.258902343,Tree community
360343F,10.04839041,0.81522465,0.4371,10.859531,55.10496521,0.639117666,0.191879626,Tree community
360344F,10.04839041,0.81522465,0.4371,10.859531,55.10506821,0.593529971,0.183886656,Tree community
360345F,10.04839041,0.81522465,0.4371,10.859531,55.10500336,0.614711462,0.168330667,Tree community
360346F,18.74009616,1.538779054,0.5459,11.278767,66.61315918,0.880557516,0.231586294,Tree community
360347F,18.74009616,1.538779054,0.5459,12.260263,57.79193497,1.092553428,0.272355482,Tree community
360348F,18.74009616,1.538779054,0.5459,12.260263,57.79202652,0.908311857,0.252397789,Tree community
360349F,12.84013038,1.171273696,0.534525,13.379336,47.57557678,0.394902738,0.192067957,Tree community
360350F,12.84013038,1.171273696,0.534525,13.379336,47.57513428,0.886467867,0.301254791,Tree community
360351F,12.84013038,1.171273696,0.534525,13.379336,47.57506943,0.720612947,0.245337518,Tree community
360352F,17.47607128,1.337985892,0.485675,13.074087,48.14914322,1.582104531,0.30919597,Tree community
360353F,17.47607128,1.337985892,0.51185,13.074087,47.5257988,1.550780356,0.477722315,Tree community
360354F,17.47607128,1.337985892,0.51185,13.074087,47.52585983,1.18609513,0.276263763,Tree community
360355F,18.24997377,1.438926764,0.212175,9.609603,-41.3608551,0.418499497,0.539459264,Tree community
360356F,18.24997377,1.438926764,0.215925,9.885778,-42.40692139,0.44260173,0.495245087,Tree community
360357F,18.24997377,1.438926764,0.212175,9.609603,-41.36115265,0.369486674,0.476734159,Tree community
360358F,19.32067626,1.340236066,0.224325,9.335326,-38.86480331,0.750064837,0.6063519,Tree community
360359F,19.32067626,1.340236066,0.224325,9.335326,-38.86475372,0.551756878,0.594622838,Tree community
360360F,19.32067626,1.340236066,0.224325,9.335326,-38.86470413,0.525493353,0.571273757,Tree community
360361F,20.6666052,1.026480142,0.2758,9.834177,-38.19950867,0.334441429,0.519415959,Tree community
360362F,20.6666052,1.026480142,0.2758,9.834177,-38.19942093,0.316959631,0.554151855,Tree community
360363F,20.6666052,1.026480142,0.2758,9.834177,-38.19936371,0.36891631,0.552654229,Tree community
370001F,23.0176878,1.675291314,0.414075,7.367238,80.19838715,0.612051525,0.203989385,Tree community
370002F,28.4949863,2.187456347,0.414075,7.367238,81.34036255,0.559730366,0.198644493,Tree community
370003F,35.98884821,3.073021591,0.414075,7.367238,81.341362,0.749436567,0.265921339,Tree community
370004F,22.18988895,1.307235016,0.419575,9.484275,52.78137207,0.150360184,0.075728918,Tree community
370005F,24.97047424,1.597450731,0.656875,8.589889,62.58755112,0.459714389,0.263300455,Tree community
370006F,23.7315774,1.207399268,0.656875,8.954047,59.48042679,0.321087708,0.166640448,Tree community
370007F,13.71102929,1.21044509,0.436925,8.706678,60.68956375,0.33722906,0.05616645,Tree community
370008F,10.05631447,0.975694444,0.441975,8.706678,60.68884277,0.553198753,0.185643178,Tree community
370009F,16.94634914,1.40077821,0.441975,8.706678,60.68848801,0.399819155,0.213696327,Tree community
370010F,19.93537545,1.659280401,0.430275,8.708668,23.55700302,0.433341056,0.084507351,Tree community
370011F,13.90357018,1.35275738,0.41835,9.307563,16.54739952,0.557641527,0.164262926,Tree community
370012F,18.80775332,0.443055016,0.461025,9.425273,15.91669273,0.484948787,0.226775016,Tree community
370013F,23.43819618,1.522861382,0.42235,10.895752,-3.04941535,0.484860571,0.238548116,Tree community
370014F,16.54417396,0.886524823,0.42235,10.895752,-3.049133539,0.442102425,0.097125569,Tree community
370015F,27.70834446,1.155477032,0.42235,10.895752,-3.048946857,0.497432104,0.183750334,Tree community
370016F,20.07708073,1.493905943,0.334625,14.333458,-31.29381371,0.634933271,0.156112534,Tree community
370017F,22.03545809,1.113636364,0.334625,14.333458,-31.29389,0.582645423,0.140925925,Tree community
370018F,22.28973389,1.174377224,0.334625,14.333458,-31.29392815,0.597040983,0.150921169,Tree community
370019F,13.96497011,1.04442012,0.184125,13.431003,-23.90275002,0.756643747,0.095635287,Tree community
370020F,16.24492288,1.441602258,0.184125,13.431003,-24.01979828,0.48745292,0.214335526,Tree community
370021F,13.78928661,0.935052955,0.184125,13.431003,-23.99961472,0.409946977,0.182523646,Tree community
370022F,15.51231027,1.906877282,0.427075,10.355398,39.81863022,0.524552922,0.126038072,Tree community
370023F,23.92006159,4.604078383,0.427075,10.355398,39.81814957,0.656150867,0.205375755,Tree community
370024F,26.85227156,2.324894515,0.43765,10.355398,35.45744705,0.544379021,0.345429428,Tree community
370025F,18.96646142,1.48938821,0.34915,14.587056,2.38055253,0.42356639,0.105094516,Tree community
370026F,29.87424374,1.448277461,0.463575,14.690462,1.437409043,0.206059865,0.091040222,Tree community
370027F,15.97745657,0.968858131,0.463575,14.690462,1.437200189,0.293177175,0.10812416,Tree community
370028F,24.22188759,1.778225806,0.491675,13.099518,-1.416058064,0.437379299,0.177329891,Tree community
370029F,26.83805943,1.821705426,0.480075,13.099518,-1.416091681,0.611722881,0.120305628,Tree community
370030F,22.65431643,1.618677043,0.491675,13.099518,-1.416003823,0.502500291,0.13315069,Tree community
370031F,19.48951602,0.680297398,0.4113,12.4035,-3.741092443,0.176595172,0.074160012,Tree community
370032F,19.58367944,1.297820318,0.4434,12.592945,-5.930746078,0.235350855,0.123283666,Tree community
370033F,19.72272038,0.721254355,0.4434,12.592945,-5.930531025,0.264826809,0.108071218,Tree community
370034F,19.77993131,1.185711503,0.305625,14.799788,20.8540535,0.645499522,0.156936664,Tree community
370035F,22.28727579,1.484320557,0.4679,14.799788,20.85266685,0.416600169,0.117042439,Tree community
370036F,17.51650572,0.813388972,0.436275,14.812593,20.90533829,0.23884492,0.110288612,Tree community
370037F,10.80850363,0.871688373,0.42355,14.979963,12.30021477,0.23973125,0.098342396,Tree community
