site,Leaf_N_g/kg,Leaf_P_g/kg,NPP_kgCm-2y-1,Mean_annual_temperature_°„C,Thornthwaite_moisture_index,Soil_total_N_Concentration_g/kg,Soil_total_P_Concentration_g/kg,Type
530072F,11.99690346,0.938983385,0.484825,14.988028,92.07926178,0.81431797,0.261027795,Tree community
530073F,13.22902584,0.941460104,0.508025,15.37908,88.10115051,1.824032469,0.347604161,Tree community
530074F,11.4496199,0.816902386,0.508025,15.37908,88.10147095,1.269837935,0.38304302,Tree community
530075F,10.42210284,0.756371134,0.628175,14.654043,100.1564865,1.627386006,0.409548434,Tree community
530076F,8.143209877,0.639031687,0.713325,16.810198,68.29161835,0.913344928,0.369970525,Tree community
530077F,8.847252747,0.850336508,0.713325,16.810198,68.29164124,0.676884704,0.303159644,Tree community
530078F,8.655704339,0.86486928,0.713325,16.810198,68.29243469,0.738836465,0.266528339,Tree community
530079F,13.15970872,0.719209738,0.523525,16.333322,72.80527496,1.116233757,0.235269785,Tree community
530080F,17.51554014,0.691960314,0.626925,16.333322,72.80459595,0.89411592,0.199243408,Tree community
530081F,14.97889396,0.705062953,0.626925,16.333322,72.80457306,1.181608901,0.212154613,Tree community
530082F,16.89838814,0.992141363,0.3962,16.895084,64.2309494,1.041273788,0.396344046,Tree community
530083F,13.6893152,0.828523142,0.3962,16.895084,64.23044586,1.047047955,0.312440602,Tree community
530084F,15.837166,0.826670054,0.357275,16.895084,64.23067474,1.56460325,0.471684451,Tree community
530085F,3.208201484,0.240092495,0.50205,13.083957,141.3117523,2.775896276,0.373790677,Tree community
530086F,9.904066439,0.509501171,0.50205,12.844413,144.1237793,2.40541989,0.346345612,Tree community
530087F,15.94345817,0.812471174,0.50205,13.083957,141.3119049,2.318099984,0.321884529,Tree community
530088F,11.1640334,0.871956169,0.4818,14.655156,96.17095947,1.642124784,0.270309945,Tree community
530089F,12.85931322,0.96520864,0.440875,14.432093,99.71170044,1.628749399,0.249761874,Tree community
530090F,14.10230769,1.615931194,0.440875,14.432093,99.71142578,1.703017591,0.382200342,Tree community
530091F,11.30695279,0.972343834,0.6836,15.770022,84.35136414,0.851413916,0.299485815,Tree community
530092F,15.25026738,2.530653226,0.5239,15.812568,83.80834961,0.873616485,0.390461521,Tree community
530093F,14.25966634,1.218590729,0.5239,15.812568,83.80849457,0.741449431,0.313731947,Tree community
530094F,9.728362573,0.799668329,0.624075,17.248583,63.02677536,1.33461994,0.433047925,Tree community
530095F,15.31669627,1.141022331,0.624075,17.248583,62.98603821,1.385076632,0.445232122,Tree community
530096F,13.00957996,0.693102205,0.624075,17.248583,63.02669907,1.184793611,0.39817649,Tree community
530097F,14.23399433,0.936377948,0.596575,17.015683,65.20810699,1.010523671,0.368165039,Tree community
530098F,16.52788374,1.091784151,0.596575,17.015683,65.20830536,1.325818781,0.420237187,Tree community
530099F,15.79069767,0.9461652,0.596575,17.015683,65.20819855,0.781741857,0.431473248,Tree community
530100F,11.36802824,0.764410115,0.654925,16.948119,75.76277161,1.280503888,0.354323477,Tree community
530101F,17.00178853,0.738261873,0.654925,16.948119,75.76246643,1.136158993,0.279952359,Tree community
530102F,13.0967509,0.791375691,0.66565,16.948119,75.76252747,1.237305026,0.363226198,Tree community
530103F,16.86687898,0.766671176,NA,16.964704,73.35697937,1.335389734,0.343306479,Tree community
530104F,10.98647215,0.596501446,0.623075,16.964704,73.3560791,1.013898473,0.346203792,Tree community
530105F,12.78636364,0.741628381,0.623075,16.964704,73.35619354,1.220916402,0.35834171,Tree community
530106F,12.56656716,0.702089718,0.6194,17.518363,62.1626358,0.930491426,0.241144273,Tree community
530107F,12.27423077,1.206417441,0.49055,17.518363,62.67889404,0.679478281,0.263462094,Tree community
530108F,13.34279476,0.770877275,0.605175,17.476238,63.83491898,0.77468487,0.179681856,Tree community
530109F,11.13659731,0.668058072,0.6401,16.705747,67.57427979,1.111201457,0.436759507,Tree community
530110F,11.47833333,0.940708805,0.6401,16.705747,67.57475281,1.271093915,0.376511569,Tree community
530111F,11.18806818,0.877897923,0.4394,16.620465,69.16937256,1.289350103,0.432204495,Tree community
530112F,13.39634049,0.853939091,0.4788,17.462833,55.84580994,1.36665827,0.290512669,Tree community
530113F,14.64615385,1.003858349,0.463725,17.51195,55.98409271,1.708359634,0.405206481,Tree community
530114F,9.989013035,0.775079098,0.548075,15.455761,95.10437012,2.199259201,0.43220772,Tree community
530115F,13.16974855,0.786467863,0.6203,18.511684,63.87885284,1.714328315,0.430390339,Tree community
530116F,14.06701119,0.822932085,0.472075,18.489863,64.09874725,1.599896869,0.406900877,Tree community
530117F,13.68965683,0.81754574,0.613125,18.511684,64.00112915,1.650094931,0.360635642,Tree community
530118F,15.93240422,0.874295898,0.695675,17.646888,67.37858582,2.03648138,0.509313904,Tree community
530119F,11.91428989,1.353553135,0.512625,18.117998,58.8283844,1.313931026,0.999919813,Tree community
530120F,15.16861115,0.878919576,0.694075,17.639508,68.13973236,1.582657834,0.508840256,Tree community
540001F,19.77741023,1.589242458,0.88355,21.486083,23.17240715,0.74089811,0.366042547,Tree community
540003F,22.61646803,1.947714003,0.868475,21.486083,23.06148911,1.349972666,0.373994004,Tree community
540004F,9.551027049,1.681666829,0.88355,21.486083,23.06089401,1.216713365,0.372715287,Tree community
540005F,12.37479336,1.559090899,0.868475,21.486083,23.06144524,0.963420418,0.248745026,Tree community
540006F,12.5903537,1.594781206,0.868475,21.486083,23.06139946,1.217849001,0.532573706,Tree community
540007F,9.545703768,1.446208636,0.68955,18.3232,81.13723755,2.021150022,0.340839821,Tree community
540010F,11.98371833,1.467220552,0.533875,16.346768,88.89324188,0.352834936,0.225193774,Tree community
540011F,10.8625715,1.624602475,0.675925,16.346768,85.28697205,0.810363699,0.26500031,Tree community
540012F,13.88254805,1.349287179,0.675925,16.346768,85.28734589,0.850993724,0.268751216,Tree community
540013F,16.41157183,1.772342719,0.705975,20.073992,20.28494644,1.408651789,0.418335006,Tree community
540014F,17.21777981,1.984717564,0.705975,20.073992,20.28480148,1.288489558,0.412103789,Tree community
540015F,17.44744347,1.888356262,0.705975,20.073992,18.97281265,1.092634249,0.348764114,Tree community
540016F,14.1898361,1.482194429,0.7408,19.628508,26.41204071,0.867761846,0.511534926,Tree community
540017F,14.41652773,1.595559038,0.691725,19.876867,23.79369545,1.168717778,0.486280549,Tree community
540018F,12.21538302,1.494228192,0.691725,19.876867,23.70366669,1.269042833,0.5328294,Tree community
540019F,12.29729838,1.512479817,0.880225,18.649575,-1.944697142,0.881724467,0.367739345,Tree community
540020F,10.35664457,1.479677846,0.880225,18.649575,-1.944725394,0.793221971,0.35217267,Tree community
540021F,10.1674183,1.317423859,0.880225,18.649575,-1.945366263,0.952559885,0.366265536,Tree community
540022F,13.73687538,1.131781819,0.4625,22.35215,54.13216782,1.010041265,0.220603235,Tree community
540023F,23.43837746,2.71106945,0.4625,22.35215,54.1319046,0.961754257,0.225755199,Tree community
540024F,19.10177286,4.403417717,0.4625,22.35215,54.13166046,1.075424966,0.228667071,Tree community
540026F,16.98928914,1.43928755,0.418075,17.413028,110.9026413,2.712686956,0.653429046,Tree community
540027F,6.918633307,1.355726105,0.418075,16.801251,118.9178619,2.543060683,0.644854314,Tree community
540028F,14.7400907,1.838839885,0.457275,22.2985,47.24355316,0.770793872,0.24558983,Tree community
540029F,1.749083271,0.992458917,0.6525,22.304325,47.19639206,0.724825121,0.191458454,Tree community
540031F,11.31175168,1.268031771,1.03865,20.98555,65.16191101,0.391493951,0.195601387,Tree community
540032F,11.22048086,1.136849158,1.03865,20.98555,65.16117859,1.081480864,0.356940124,Tree community
540033F,12.96541046,1.244637034,1.0685,20.98555,62.84469986,0.538767641,0.24896226,Tree community
540034F,14.17952043,1.051924834,0.966625,20.914525,53.53514862,0.399601162,0.180711559,Tree community
540035F,11.62815981,1.217864486,0.966625,20.990575,52.6398468,0.443194072,0.21181151,Tree community
540036F,11.35594032,1.549234588,0.966625,20.914525,54.90545273,0.576075448,0.231457,Tree community
540037F,11.29966559,1.156722523,0.89875,21.176983,27.46165276,2.460659379,1.868773675,Tree community
540039F,12.96792627,0.137649695,0.89875,21.176983,27.29001236,3.275892833,1.068071456,Tree community
540041F,15.50972793,0.197340291,0.680775,21.693467,50.39483261,0.589413473,0.23374657,Tree community
540044F,16.55783513,0.28333612,0.502825,21.74985,54.51683426,0.790598156,0.522290905,Tree community
540045F,14.40184933,1.576069143,0.691025,21.74985,54.51664352,0.783376442,0.438159804,Tree community
540046F,10.83972197,1.171882705,0.5601,18.786198,90.83753204,1.079168777,0.280399156,Tree community
540047F,14.34657703,0.897499506,0.5601,18.777253,90.75489807,2.938621626,0.305499981,Tree community
540048F,10.71174152,0.866471763,0.697275,18.786198,90.83792877,0.567129946,0.224928142,Tree community
540049F,26.29573294,1.65685668,0.548175,16.995981,102.5521164,1.720778001,0.471063182,Tree community
540050F,24.82081099,1.203332646,0.54835,17.131886,98.32987213,2.281871266,0.602956492,Tree community
540051F,16.71056059,1.583765055,0.5443,17.609771,92.48355865,1.449165095,0.472545591,Tree community
540052F,14.84952083,1.814583333,0.39785,19.135933,88.77767181,1.52579163,0.330983155,Tree community
540053F,12.55115279,1.711045125,0.46065,19.135933,88.7780304,1.204381172,0.403130615,Tree community
540054F,11.95578277,1.714323927,0.46065,19.135933,88.77799988,1.203767202,0.300895759,Tree community
540055F,13.73723863,1.630524526,0.502825,18.583028,86.93152618,1.629527888,0.358726352,Tree community
540056F,13.25267188,1.605086917,0.502825,18.583028,86.93110657,1.449571429,0.292500987,Tree community
540057F,14.20232428,1.727732625,0.502825,18.583028,84.42893219,1.469948598,0.292169473,Tree community
540058F,12.70914117,1.093626412,0.7009,19.061443,85.1924057,1.82983438,0.559467106,Tree community
540061F,15.48464408,1.192934345,0.50005,16.374311,108.2340927,2.55132703,0.52036804,Tree community
540062F,16.3911476,1.200303323,0.50005,16.911422,101.6325836,4.029402579,0.60676434,Tree community
540063F,14.80635982,1.158112662,0.50005,16.911422,101.6327438,2.504152144,0.419523103,Tree community
540064F,14.76161828,1.410489571,0.4536,18.031838,60.62421799,1.317348,0.565533001,Tree community
540065F,13.15895124,1.412774647,NA,17.979218,60.86228943,0.760186606,0.147294316,Tree community
540066F,10.01352344,1.644417737,NA,17.979218,60.52269745,0.706771688,0.157093129,Tree community
540067F,13.05390402,1.189785137,0.465275,17.863233,72.67763519,2.181129654,0.484582493,Tree community
540068F,13.42807372,1.28420469,0.465275,17.816115,73.19887543,6.397050104,1.432427253,Tree community
540069F,12.6325207,1.20143999,0.475575,18.193344,67.12205505,3.754884288,0.913207547,Tree community
540070F,9.888365451,1.284007603,0.50055,17.375367,80.62830353,1.168234754,0.492390673,Tree community
540071F,10.7890939,1.796657461,0.47305,17.375367,80.62805176,1.686896605,0.499124462,Tree community
540072F,9.579353127,1.589308618,0.47305,17.281903,81.63755035,1.046986014,0.397336254,Tree community
540073F,6.091153625,1.377620711,0.726875,18.29642,48.79195786,0.931491075,0.366809189,Tree community
540074F,10.52918942,1.508162693,0.7793,18.750428,44.25372314,1.194081858,0.50852009,Tree community
540075F,5.267045455,2.118420468,0.7793,18.29642,48.79216766,0.92405447,0.479845911,Tree community
540076F,1.59882802,1.723633508,0.613225,17.226301,69.83653259,1.071052296,0.352020241,Tree community
540077F,4.95986972,2.858663762,0.613225,17.226301,69.83721161,1.110541162,0.884491253,Tree community
540078F,17.43806008,0.811512341,0.613225,17.226301,69.83686066,1.139993966,0.620365318,Tree community
540079F,12.21415983,1.269547887,0.723175,17.978911,76.94824219,3.715209962,0.605811222,Tree community
540081F,10.77583733,1.438358925,0.71235,17.978911,78.31816864,2.231165076,0.538363987,Tree community
540082F,6.480043993,1.421054415,0.630275,19.7301,79.55653381,3.442565336,1.111805924,Tree community
540083F,8.614433746,1.772903723,0.642175,19.7301,79.55657959,2.58954132,0.711673351,Tree community
540084F,7.679252338,1.445155148,0.6268,19.7301,79.55670166,2.217575018,0.402368011,Tree community
540085F,10.79275734,1.737244965,0.5446,13.58161,138.5821686,2.094827618,0.643217501,Tree community
540086F,9.987093432,1.476418447,0.5446,13.58161,138.5827484,2.375575777,0.733585894,Tree community
540087F,10.50928074,1.215345841,0.559775,13.58161,138.583725,3.243492119,0.815075088,Tree community
540088F,12.32122984,1.3025,NA,21.065808,32.4965477,0.936695501,0.293361469,Tree community
540089F,10.89453661,1.236394668,NA,21.065808,32.49720383,0.812474305,0.203675866,Tree community
540090F,12.72193796,1.32357073,NA,21.065808,32.49699402,0.546682955,0.249133767,Tree community
540091F,7.725774411,1.194309764,NA,21.065808,31.99033356,0.508724481,0.135546862,Tree community
540092F,8.301389595,1.27578183,0.930325,21.04555,33.66039276,0.30562762,0.179053232,Tree community
540093F,9.458034083,1.147450856,0.930325,21.04555,33.58976364,0.747295475,0.246822405,Tree community
540094F,11.41334403,1.251085788,0.98135,20.172742,56.81772614,0.821050788,0.226904,Tree community
540095F,14.78348188,1.761919688,1.040425,21.32305,48.16247559,0.568584771,0.225612659,Tree community
540096F,9.393023557,1.38485484,0.402025,21.21395,49.86128998,0.728755269,0.255837507,Tree community
540097F,20.81274554,2.009943744,NA,21.505658,44.28549957,0.105973023,0.278400036,Tree community
540098F,18.6164252,1.702363434,1.0446,21.505658,43.86816025,0.831753419,0.325116914,Tree community
540099F,20.27173517,2.001164844,1.0431,21.534317,43.2595253,1.063949384,0.413928366,Tree community
540100F,12.62722281,2.848582777,0.5752,19.363373,59.61034775,0.939326412,0.300127759,Tree community
540101F,10.20893864,1.089555879,1.0779,19.37707,59.42272568,1.098922505,0.305317011,Tree community
540102F,12.5018765,1.152081509,0.45095,17.721178,97.71253204,1.223079233,0.338718152,Tree community
540103F,9.150298687,0.749568646,0.913025,18.867783,79.22370911,1.261724211,0.620321216,Tree community
540104F,12.2669637,0.924980968,0.913025,18.302416,86.60511017,2.210418041,0.494968936,Tree community
540105F,13.5957761,2.625245841,0.913025,18.867783,79.22263336,2.237185356,0.74007212,Tree community
540106F,11.64218182,1.025454545,0.913025,18.302416,86.60541534,1.983944264,0.673318993,Tree community
540107F,13.56214869,2.283210765,0.913025,18.867783,79.22296143,1.780346227,0.524265738,Tree community
540108F,13.4394531,1.008136099,0.930975,18.646918,77.63795471,1.312662829,0.303934591,Tree community
550001F,15.80587556,1.186666667,0.420875,14.923348,45.53138733,1.079406089,0.085811885,Tree community
550004F,18.92599644,1.046666667,NA,17.552987,45.85519791,0.975344329,0.064269453,Tree community
550007F,18.41281867,0.768333333,0.582425,17.43972,47.56019592,2.316516534,0.054573952,Tree community
550010F,12.41890222,1.366666667,0.8038,15.281868,42.16022873,2.01267945,0.274537626,Tree community
550013F,16.68854133,1.536666667,0.504475,17.871166,32.77490997,2.036533134,0.238461599,Tree community
550016F,14.92320978,1.103333333,0.504475,17.876038,32.71066284,1.70733889,0.011239152,Tree community
550019F,12.99366133,1.048333333,0.50955,17.721447,34.26306534,1.521574523,0.102988185,Tree community
550022F,8.169790222,1.466666667,0.49545,17.760706,32.70119476,2.314847346,0.609940344,Tree community
550025F,14.43452978,1.14,0.7721,15.27787,44.89422607,1.628177583,0.330881014,Tree community
550028F,12.72680889,0.723333333,0.582425,17.43972,46.09160233,1.444799649,0.258142176,Tree community
550031F,10.63304356,1.048333333,0.5293,17.820946,31.97768211,2.648693232,0.438341857,Tree community
550034F,17.920168,0.715,0.582425,17.43972,46.09165192,1.771179699,0.315042298,Tree community
550037F,25.24834667,0.961666667,0.574975,16.610043,56.97422409,2.049675095,0.322058149,Tree community
550040F,16.93486667,0.793333333,0.574975,17.436551,46.47690582,3.41811757,0.498136858,Tree community
550043F,16.83223111,1.11,0.49545,17.760706,32.70042419,2.832113989,0.405032237,Tree community
550046F,14.61530311,1.293333333,0.49545,18.183308,28.77056503,2.307707945,0.451789838,Tree community
550049F,16.89381244,0.885,0.574975,17.436551,46.47672653,2.553713829,0.456873422,Tree community
550052F,12.39837511,0.891666667,0.579675,17.271583,49.57085419,2.907146843,0.519707351,Tree community
550055F,11.03674341,0.887777778,0.579675,17.271583,49.57084656,3.13664191,0.5331109,Tree community
550058F,16.01114667,0.595,0.579675,17.271583,49.57010651,1.658734076,0.388684504,Tree community
550061F,13.95843556,0.636666667,0.582425,17.43972,47.56048965,2.272494824,0.395613121,Tree community
550064F,12.25729422,0.655,0.582425,17.43972,47.56044006,1.539397317,0.353413275,Tree community
550067F,20.01393333,1.321666667,0.559225,17.436551,45.19205475,3.323353694,0.696114371,Tree community
550070F,19.91129778,1.475,0.559225,17.436551,45.19205475,3.104928007,0.720052724,Tree community
550073F,17.257856,1.16,0.44685,13.86591,61.99612427,1.264102833,0.473959481,Tree community
550074F,3.1724,2.23,0.462675,14.262818,57.87162781,1.211697813,0.774714819,Tree community
550075F,8.375136,0.81,0.427075,12.847078,75.996315,0.793239169,0.356259644,Tree community
550076F,13.768216,0.77,0.431725,12.847078,72.28514099,0.98514036,0.325177361,Tree community
550077F,7.29652,0.695,0.49745,12.728954,77.55068207,0.766310798,0.275102842,Tree community
550078F,4.568256,1.17,0.49485,12.69455,59.58718491,1.200667805,0.36576615,Tree community
550079F,15.22752,1.54,0.4289,13.229413,52.01085281,1.188678017,0.619045119,Tree community
550080F,3.933776,1.25,0.4166,12.043626,72.39938354,1.807504708,0.599411392,Tree community
550081F,4.695152,0.935,0.4085,12.043626,74.75927734,1.868997676,0.5162196,Tree community
550082F,8.56548,0.96,0.4452,11.672172,76.71096802,2.000489511,0.523477879,Tree community
550083F,3.140676,3.0375,0.66795,12.171513,36.30348587,1.140575697,0.87559488,Tree community
550084F,16.306136,3.325,0.58885,12.343265,33.22628021,0.868359992,0.290136525,Tree community
550085F,3.1724,1.535,0.82085,11.500673,48.78705215,1.715965412,0.543137115,Tree community
550086F,7.106176,1.43,0.7025,11.267077,51.98514557,1.44448195,0.589361643,Tree community
550087F,9.5172,1.245,0.597725,12.103828,43.4385376,0.593582378,0.483840555,Tree community
550088F,15.988896,0.98,0.6781,11.754955,49.1312294,1.976512259,0.769744194,Tree community
550089F,4.060672,1.465,0.8039,11.827348,48.61444855,1.895940687,0.520138554,Tree community
550090F,7.740656,1.33,0.8046,11.988463,47.65266037,1.110241099,1.132719862,Tree community
550091F,5.837216,0.86,0.8046,11.843473,48.62273026,0.715787841,0.532646239,Tree community
550092F,3.933776,2.48,0.70535,10.206941,68.81706238,2.487616038,2.81112883,Tree community
550093F,12.816496,2.46,0.70535,10.206941,68.81706238,2.695925988,2.754540518,Tree community
550094F,13.32408,1.035,0.692,14.268492,92.4949646,1.585082236,0.99443938,Tree community
550095F,2.664816,0.785,0.67465,14.406464,87.60189819,1.571825067,0.501218618,Tree community
550096F,3.299296,3.25,0.63085,14.227755,93.59024811,1.376218033,0.961820812,Tree community
550097F,10.595816,0.89,0.68205,14.268492,90.50680542,1.616099731,0.931243521,Tree community
550098F,5.837216,1.075,0.64175,14.406464,87.60299683,1.697429201,0.582162479,Tree community
550099F,9.644096,1.21,0.64175,14.406464,88.04668427,1.364367237,0.368130228,Tree community
550100F,2.53792,0.65,0.64175,14.373819,88.35398865,1.267209522,0.284865879,Tree community
550101F,7.106176,1.335,0.584,13.262826,71.24262238,1.176279554,0.252845162,Tree community
550102F,10.278576,1.375,0.5769,13.118419,72.87239838,0.917548483,0.225754249,Tree community
550103F,4.060672,1.365,0.5654,13.894323,59.7995224,0.473094867,0.143358942,Tree community
550104F,38.195696,1.015,0.622775,15.098953,48.82810211,0.957218058,0.174188199,Tree community
550105F,14.085456,3.53,0.52405,15.690159,41.57265091,0.789078983,0.282014107,Tree community
550106F,19.795776,1.445,0.546275,13.887204,59.89365768,0.345815421,0.120906916,Tree community
550108F,18.209576,1.61,0.614075,14.845873,48.06998062,0.31151741,0.222356398,Tree community
550109F,11.674432,0.49,0.5038,14.879998,48.01416016,0.345102315,0.20439045,Tree community
550110F,10.913056,0.95,0.6594,14.377438,55.22424698,0.827394149,0.207047911,Tree community
550111F,10.595816,1.23,0.73175,14.243704,55.39488983,1.013167532,0.394146765,Tree community
550112F,18.71716,1.54,0.71795,14.367148,54.37972641,1.427819354,0.39308758,Tree community
550113F,5.71032,1.305,0.738575,14.243704,55.47132111,0.685115044,0.228713373,Tree community
550114F,4.885496,0.83,0.736625,17.522373,52.65172958,1.62358907,0.637104074,Tree community
550115F,13.133736,1.145,0.782125,18.8326,29.25708008,1.289977595,0.301977951,Tree community
550116F,9.961336,1.155,0.76715,18.068637,40.52016449,1.756773566,0.51636055,Tree community
550117F,7.106176,1.48,0.7492,18.068637,46.29769135,1.619240772,0.477081707,Tree community
550118F,1.26896,1.225,0.7294,17.400935,56.77619553,1.600521823,0.573273708,Tree community
550119F,16.115792,1.025,0.58705,16.844906,62.19349289,1.453492156,0.498287078,Tree community
550120F,19.795776,1.965,0.581825,16.898864,65.85773468,1.341458019,0.83819671,Tree community
550121F,4.568256,2.45,0.62815,17.578054,55.0170517,0.997791832,0.399591567,Tree community
550122F,7.423416,0.635,0.444575,14.434368,71.44709778,2.622071281,0.659090909,Tree community
550123F,18.209576,1.005,0.457725,14.383964,71.17627716,3.145037614,0.905174239,Tree community
550124F,4.251016,0.95,0.41015,14.560356,69.73189545,2.250353634,0.324254094,Tree community
550125F,15.354416,0.295,0.404375,14.436676,71.5987854,3.017323407,0.440590941,Tree community
550126F,1.078616,0.925,NA,14.550422,69.12301636,2.341334981,0.335284832,Tree community
550127F,11.230296,0.925,0.564325,15.33434,46.51152802,1.152425464,0.211157348,Tree community
550128F,15.988896,1.2,0.564325,15.33434,46.51082993,0.912781264,0.225169616,Tree community
550129F,6.97928,1.175,0.7843,15.261445,42.35922241,1.272273493,0.329060735,Tree community
560001F,18.68600796,0.975041482,0.576125,22.08795,53.07833481,0.902175004,0.293089059,Tree community
560004F,10.72802341,0.525718813,0.41825,21.948258,58.97156906,0.925748258,0.197342602,Tree community
560007F,19.00098494,0.840776213,1.10465,20.442058,99.03103638,1.369479998,0.174833055,Tree community
560010F,16.90758378,0.719104762,NA,20.07245,97.69148254,1.865520035,0.24334223,Tree community
560013F,10.34155926,0.649110565,1.077225,20.4896,68.65455627,1.779234841,0.22446358,Tree community
560016F,16.1648918,0.832765401,1.037975,20.6652,93.41845703,1.150755688,0.11152454,Tree community
560019F,18.5784666,1.050362693,0.53245,19.251625,92.68463898,1.415927081,0.287563659,Tree community
560022F,11.62536274,0.764306476,NA,21.574742,72.15128326,0.722907788,0.156984685,Tree community
560025F,25.06243743,0.940057858,0.819325,22.089917,60.66214371,0.967295879,0.293046058,Tree community
560028F,34.72702271,0.985652009,0.7225,21.147567,72.69663239,1.09943358,0.196941559,Tree community
560037F,10.3123125,0.750741769,0.670525,22.082117,72.70845795,0.607734747,0.204230854,Tree community
560040F,10.23711623,0.653298037,NA,22.122225,61.69330597,0.625483749,0.160643559,Tree community
560043F,14.83233429,1.012286454,0.6152,21.1724,68.66485596,0.793626516,0.12425241,Tree community
560046F,14.05742188,1.434079147,1.05225,20.867492,62.52295685,1.07098943,0.188369468,Tree community
560049F,10.72140577,0.762361513,1.153625,20.967225,39.2232399,NA,NA,Tree community
560052F,15.98924768,0.896273102,0.878325,20.038008,55.39616394,1.915060492,0.452646615,Tree community
560058F,9.856143667,0.591267144,1.1127,20.250633,52.92573166,0.795268199,0.231464479,Tree community
560061F,16.8748252,1.360816023,0.570225,17.171648,102.2311249,NA,NA,Tree community
560064F,15.02233074,0.654774907,0.524875,16.00308,136.5599976,NA,NA,Tree community
560067F,12.82903535,0.536706183,0.578425,16.087305,123.6569595,NA,NA,Tree community
560070F,22.2544224,1.10305834,0.7698,18.926263,78.65444183,NA,NA,Tree community
560073F,18.69409724,0.787789234,1.0037,18.141585,96.00926971,1.755048689,0.207749363,Tree community
560076F,10.70940531,0.697093133,0.730525,18.875808,79.79268646,1.531198801,0.369476157,Tree community
560079F,12.19305553,0.738201086,0.52535,17.60945,77.00875854,2.46042357,0.408045271,Tree community
560082F,13.65459505,0.818721039,NA,20.214025,48.39785385,2.120003589,0.315223167,Tree community
560085F,8.148,0.664743595,0.941425,20.746025,83.60017395,0.918554278,0.177719419,Tree community
560088F,16.01804678,1.090778159,1.0184,21.329942,66.1953125,1.291465222,0.316547624,Tree community
560091F,18.82745851,1.170126854,0.8974,20.218492,69.10247803,1.331865365,0.181556278,Tree community
560094F,16.70213105,1.374106625,1.01605,20.437492,81.77330017,1.763292345,0.43840076,Tree community
560097F,21.22803401,0.842267682,1.03775,21.54155,85.13887024,0.731712378,0.146527805,Tree community
560100F,17.38092391,1.226089443,0.656525,22.667408,65.09038544,0.910220604,0.201308093,Tree community
560103F,14.77679856,0.843968363,0.395,23.34166654,43.0122261,0.144829426,0.113301254,Tree community
560106F,10.1424932,0.569166315,0.5676,22.8252,39.20596695,0.594182834,0.137505999,Tree community
560109F,34.35069742,3.086860375,0.44495,23.081925,37.10712814,0.470436629,0.186774704,Tree community
560112F,25.7428946,1.482888753,0.67305,23.3987,29.83475685,0.343479287,0.104494057,Tree community
560115F,15.53217342,0.987903967,0.614875,23.315175,30.25377083,0.307448171,0.106360788,Tree community
560118F,12.0955159,0.625659281,NA,21.942133,45.79913712,1.075891858,0.17259437,Tree community
560121F,12.88179949,1.248104811,1.011625,21.075842,52.15566635,1.445897714,0.193003623,Tree community
560124F,12.52181818,0.731760594,0.62715,20.691767,54.05358124,0.672126207,0.121619542,Tree community
560127F,15.26597407,0.831385253,0.48565,18.587932,72.90596771,1.688806813,0.303066084,Tree community
560130F,13.81781101,0.640232876,0.7037,19.510022,58.32548523,1.50198642,0.175989569,Tree community
560133F,16.11241601,1.850618248,0.5291,17.60945,79.53166962,1.353731472,0.416718107,Tree community
560136F,16.14330707,0.728037214,0.578425,19.662833,49.36685562,0.436949524,0.135244411,Tree community
560139F,16.24984726,0.826789432,0.580875,19.662833,49.27272797,0.276092782,0.112224835,Tree community
560142F,15.57405647,0.75476765,0.542525,17.344726,86.50617218,1.409518113,0.092167465,Tree community
560145F,12.26129274,0.996025125,1.0037,18.141585,93.52037048,NA,NA,Tree community
560148F,12.31762595,0.611697268,0.483575,16.331799,133.6808929,NA,NA,Tree community
560149F,12.67671466,0.813198277,0.467625,16.535752,131.4159546,NA,NA,Tree community
560150F,10.79402046,0.615510573,0.47105,16.696953,129.2310791,NA,NA,Tree community
560151F,13.88860938,0.81613508,0.51355,17.416613,110.7698669,NA,NA,Tree community
560152F,14.68252976,0.834534693,0.51355,17.416613,110.7704163,NA,NA,Tree community
560153F,18.24912868,0.981268495,0.7698,18.926263,78.65444183,NA,NA,Tree community
560154F,15.01991978,0.908154573,0.710675,18.762249,92.30755615,NA,NA,Tree community
560155F,13.55057576,0.998753625,0.710675,18.762249,92.30755615,NA,NA,Tree community
560156F,11.60368634,0.78137646,1.04565,18.415793,97.79930115,NA,NA,Tree community
560157F,15.38690326,0.808244389,0.840275,19.478675,63.25624847,1.203428453,0.35988433,Tree community
560158F,13.44165789,0.991171868,0.533275,20.561733,44.8776741,0.796369585,0.136992711,Tree community
560159F,9.733775357,0.604465576,0.7964,20.218858,54.37096024,0.630586475,0.102100474,Tree community
560160F,16.89661588,0.819142052,1.1916,19.534792,64.86405945,1.008890747,0.268835934,Tree community
560161F,14.49135139,0.660060082,1.1916,19.534792,64.86412048,1.276913071,0.386721432,Tree community
560164F,18.12215588,0.738407081,1.0527,21.344292,63.61486053,0.920223348,0.179173733,Tree community
560165F,13.55481151,0.73812411,0.653425,22.053775,73.02506256,0.53252562,0.109259156,Tree community
560166F,9.134015748,0.568230155,0.763925,22.263158,71.08447266,1.019912548,0.201930783,Tree community
560167F,28.9999913,0.912867001,0.71075,22.070375,62.74295044,0.97919774,0.13001475,Tree community
