"species";"island";"islandgroup";"Native";"Cultivated";"family";"order";"dataset";"Invasive";"Original_name";"reference";"refid";"latitude";"longitude"
"Tradescantia spathacea";"Woleai";"Yap";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334";"7.364521";"143.87363"
"Tradescantia spathacea";"Wotje";"Marshall";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Vander Velde, Nancy/Vander Velde, Brian. 2009. Specimens from Likiep, Majuro, Wotje and Arno (unpublished checklist). 4 pp.";"793";"9.467096";"170.137166"
"Tradescantia zebrina";"Angaur";"Northern Palau";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184,47";"6.907422";"134.137238"
"Tradescantia zebrina";"Babeldaob";"Northern Palau";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184";"7.499906";"134.565821"
"Tradescantia zebrina";"Bougainville";"Solomon_Bismark";0,5;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia zebrina";"Foreman, D. B. 1971. A check list of the vascular plants of Bougainville, with descriptions of some common forest trees. Botany Bulletin No. 5. Division of Botany, Department of Forests. Lae, New Guinea. 194 pp.";"50";"-6.225443";"155.309128"
"Tradescantia zebrina";"Faraulep";"Yap";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia zebrina";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334";"8.590271";"144.516817"
"Tradescantia zebrina";"Fefan";"Chuuk";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia zebrina";"Space, James C./Waterhouse, Barbara/Denslow, Julie S./Nelson, Duane/Mazawa, Thomas R. 2000. Invasive plant species in Chuuk, Federated States of Micronesia.  USDA Forest Service, Honolulu. 41 pp.";"192";"7.345582";"151.839125"
"Tradescantia zebrina";"Hiva Oa";"Marquesas";0;"0";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia zebrina";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-9.774777";"-139.013922"
"Tradescantia zebrina";"Huahine";"Society";0;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia zebrina";"Welsh, S. L. 1998. Flora Societensis: A summary revision of the flowering plants of the Society Islands. E.P.S. Inc., Orem, Utah. 420 pp.";"100";"-16.746471";"-151.00251"
"Tradescantia zebrina";"Ifalik";"Yap";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia zebrina";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334";"7.249203";"144.454745"
"Tradescantia zebrina";"Kayangel";"Northern Palau";0,125;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184,47,7618,30";"8.074961";"134.715052"
"Tradescantia zebrina";"Koror";"Northern Palau";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia zebrina";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184,1302";"7.337466";"134.493649"
"Tradescantia zebrina";"Lifou";"Loyaute";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"MacKee, H. S. 1994. Catalogue des plantes introduites et cultivÈes en Nouvelle-CalÈdonie. MusÈum National d'Histoire Naturelle, Paris, 164 p.";"56";"-20.943263";"167.233246"
"Tradescantia zebrina";"Lord Howe";"Lord Howe";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Csurhes, S./Edwards, R. 1998. Potential environmental weeds in Australia: Candidate species for preventative control. Canberra, Australia. Biodiversity Group, Environment Australia. 208 pp.";"982,171";"-31.553015";"159.07716"
"Tradescantia zebrina";"Majuro";"Marshall";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia zebrina";"Vander Velde, Nancy. 2003. The vascular plants of Majuro Atoll, Republic of the Marshall Islands. Smithsonian Institution, Atoll Research Bulletin No. 503:1-141.";"70";"7.119074";"171.216024"
"Tradescantia zebrina";"Mangareva";"Gambier";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38,39";"-23.109741";"-134.970757"
"Tradescantia zebrina";"Ngercheu";"Northern Palau";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia zebrina";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184,47";"7.092732";"134.278403"
"Tradescantia zebrina";"Ngerkebesang";"Northern Palau";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia zebrina";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184";"7.354555";"134.449895"
"Tradescantia zebrina";"Ni'ihau";"Hawaiian";0;"0.5";"Commelinaceae";"Commelinales";"glonpier";0,5;"Tradescantia zebrina";"Wester, Lyndon. 1992. Origin and distribution of adventive flowering plants in Hawaiëi. In: Stone, Charles P.. Smith, Clifford W. and Tunison, J. Timothy. Alien plant invasions in native ecosystems of Hawaii: Management and Research. University of Hawaii, Cooperative National Park Research Studies Unit, Honolulu. University of Hawaii Press. .";"78";"21.896643";"-160.151831"
"Tradescantia zebrina";"Niue";"Niue";0;"0.5";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Sykes, W. R. 1970. Contributions to the flora of Niue. New Zealand Department of Scientific and Industrial Research Bulletin 200, Wellington. 321 pp.";"73,75,76,170";"-19.052414";"-169.858549"
"Tradescantia zebrina";"Ovalau";"Fiji";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Smith, Albert C. 1979. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 1. 494 pp.";"410";"-17.679396";"178.789052"
"Tradescantia zebrina";"Peleliu";"Northern Palau";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184";"6.911198";"133.848171"
"Tradescantia zebrina";"Pitcairn";"Pitcairn";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"St. John, H. 1987. An account of the flora of Pitcairn Island with new Pandanus species. Pacific Plant Studies 46. Honolulu, 65 pp. [Privately published].";"315";"-25.069647";"-130.106263"
"Tradescantia zebrina";"Pohnpei";"Pohnpei";0,25;"1";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia zebrina";"Herrera, Katherine/Lorence, David H./Flynn, Timothy/Balick, Michael J. 2010. Checklist of the vascular plants of Pohnpei with local names and uses. Allertonia, in press. National Tropical Botanical Garden, Lawai, Hawaiëi. 146 pp.";"85,7620";"6.885612";"158.232582"
"Tradescantia zebrina";"Raiatea";"Society";0;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia zebrina";"Welsh, S. L. 1998. Flora Societensis: A summary revision of the flowering plants of the Society Islands. E.P.S. Inc., Orem, Utah. 420 pp.";"100";"-16.822012";"-151.436886"
"Tradescantia zebrina";"Raivavae";"Tubuai";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-23.867951";"-147.652583"
"Tradescantia zebrina";"Rapa";"Bass";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-27.606014";"-144.346835"
"Tradescantia zebrina";"Rurutu";"Tubuai";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-22.474926";"-151.345841"
"Tradescantia zebrina";"Savai'i";"Samoa";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Space, James C./Flynn, Tim. 2002. Report to the Government of Samoa on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 83 pp.";"107";"-13.62081";"-172.447131"
"Tradescantia zebrina";"Taha'a";"Society";0;"0.5";"Commelinaceae";"Commelinales";"glonpier";0,5;"Tradescantia zebrina";"Fosberg, F. R. 1997. Preliminary checklist of the flowering plants and ferns of the Society Islands. Ed. by David R. Stoddart. U. Cal. Berkeley.";"158";"-16.622985";"-151.493671"
"Tradescantia zebrina";"Tahuata";"Marquesas";0;"1";"Commelinaceae";"Commelinales";"glonpier";0;"Tradescantia zebrina";"Lorence, David H./Wagner, Warren L. 2013. Flora of the Marquesas Islands. National Tropical Botanical Garden and the Smithsonian Institution. Online database.";"151";"-9.944988";"-139.088564"
"Tradescantia zebrina";"Tarawa";"Tungaru";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia zebrina";"Space, James C./Imada, Clyde T. 2004. Report to the Republic of Kiribati on invasive plant species on the islands of Tarawa, Abemama, Butaritari and Maiana. Cont. no. 2003-006 to the Pac. Biol. Surv. USDA Forest Service and Bishop Museum, Honolulu. 103 pp.";"414";"1.447445";"173.053085"
"Tradescantia zebrina";"Tetiaroa";"Society";0;"1";"Commelinaceae";"Commelinales";"glonpier";0;"Tradescantia zebrina";"Sachet, M.-H./Fosberg, F. R. 1983. An ecological reconnaissance of Tetiaroa Atoll, Society Islands. Atoll Research Bulletin No. 275. Smithsonian Institution, Washington. 67 pp. + photos.";"760";"-17.00452";"-149.56661"
"Tradescantia zebrina";"Tongatapu";"Tongatapu";0;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia zebrina";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"201,33";"-21.174082";"-175.191861"
"Tradescantia zebrina";"Tubuai";"Tubuai";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-23.3726";"-149.479618"
"Tradescantia zebrina";"Ua Pou";"Marquesas";0;"1";"Commelinaceae";"Commelinales";"glonpier";0;"Tradescantia zebrina";"Lorence, David H./Wagner, Warren L. 2013. Flora of the Marquesas Islands. National Tropical Botanical Garden and the Smithsonian Institution. Online database.";"151";"-9.397857";"-140.073942"
"Tradescantia zebrina";"Upolu";"Samoa";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Space, James C./Flynn, Tim. 2002. Report to the Government of Samoa on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 83 pp.";"107";"-13.930642";"-171.758385"
"Tradescantia zebrina";"Vanua Levu";"Fiji";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Smith, Albert C. 1979. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 1. 494 pp.";"410";"-16.601168";"179.245343"
"Tradescantia zebrina";"Viti Levu";"Fiji";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia zebrina";"Smith, Albert C. 1979. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 1. 494 pp.";"410";"-17.837692";"177.964564"
"Tradescantia zebrina";"Yap";"Yap";0,25;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia zebrina";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,7622";"9.522211";"138.100256"
"Trema orientalis";"Eua";"Tongatapu";0,625;"0";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Whistler, W. A. 1992. Flora of Tonga [unpublished checklist]. 107 pp.";"32,33,7623,7624";"-21.375878";"-174.932571"
"Trema orientalis";"Uiha";"Ha'apai";0,5;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"National Tropical Botanical Garden (U.S.A. Hawaii. Kalaheo.),2001,Voucher specimen #PTBG256(Tim Flynn 6883)";"7625";"NA";"NA"
"Trema orientalis";"Agrihan";"Mariana";0,833;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"40,41,7626";"18.772208";"145.668424"
"Trema orientalis";"Aguijan";"Mariana";0,5;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Bishop Museum (Honolulu),1952,Voucher specimen #BISH&nbsp;185350 (Kondo, Y.; collector's voucher number unknown)";"7627";"14.852452";"145.558807"
"Trema orientalis";"Alamagan";"Mariana";0,833;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"40,41,7628";"17.599608";"145.832867"
"Trema orientalis";"Anatahan";"Mariana";0,875;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"40,41,42,7629";"16.352246";"145.676876"
"Trema orientalis";"Aneityum";"New Hebrides";0,5;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Bishop Museum (Honolulu),1929,Voucher specimen #BISH&nbsp;185261 (Kajewski, S.F. 717)";"7630";"NA";"NA"
"Trema orientalis";"Asuncion";"Mariana";0,75;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"40,41,7631,7632";"19.683117";"145.419245"
"Trema orientalis";"Babeldaob";"Northern Palau";0,607;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"40,184,47,7633,7634,7635,7636,7637,7638,7639,7640,7641,7642,7643";"7.499906";"134.565821"
"Trema orientalis";NA;"Solomon_Bismark";0,75;"0";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Peekel, P. G. [translated by E. E. Henty]. 1984. Flora of the Bismarck Archipelago for naturalists. Office of Forests, Division of Botany, Lae, Papua New Guinea. 638 pp. ISBN 9980-66-000-7.";"48,214,49,7645,32,113,33";"NA";"NA"
"Trema orientalis";"Bougainville";"Solomon_Bismark";0,5;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Foreman, D. B. 1971. A check list of the vascular plants of Bougainville, with descriptions of some common forest trees. Botany Bulletin No. 5. Division of Botany, Department of Forests. Lae, New Guinea. 194 pp.";"50";"-6.225443";"155.309128"
"Trema orientalis";"Erromango";"New Hebrides";0,5;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Bishop Museum (Honolulu),NA,Voucher specimen #BISH&nbsp;185262 (Kajewski, S.F. 398)";"7644";"NA";"NA"
"Trema orientalis";"Farallon de Pajaros";"Mariana";1;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Raulerson, L. 2006. Checklist of Plants of the Mariana Islands. University of Guam Herbarium Contribution 37:1-69. .";"195";"20.544912";"144.893795"
"Trema orientalis";"Grande Terre";"New Caledonia";0,5;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Bishop Museum (Honolulu),1949,Voucher specimen #BISH&nbsp;446650 (Bryan Jr, E.H. 1636)";"7646";"-21.326703";"165.492509"
"Trema orientalis";"Guadalcanal";"Solomon_Bismark";0,5;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Bishop Museum (Honolulu),1931,Voucher specimen #BISH&nbsp;185253 (Kajewski, S.F. 2478)";"7647,7648";"-9.623021";"160.160873"
"Trema orientalis";"Guam";"Mariana";0,833;"0";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Stone, Benjamin C. 1970. The flora of Guam. Micronesica 6:1-659.";"57,40,7649";"13.443537";"144.777038"
"Trema orientalis";"Guguan";"Mariana";0,8;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1979. A geographical checklist of the Micronesian dicotyledonae. Micronesica 15:1-295.";"40,41,42,7650,7651";"17.309782";"145.841331"
"Trema orientalis";"Ha'afeva";"Ha'apai";0,5;"0.5";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Bishop Museum (Honolulu),1982,Voucher specimen #BISH&nbsp;640315 (G.Buelow 3220)";"7652";"-19.947594";"-174.711592"
"Trema orientalis";"Kabara";"Fiji";0,667;"0";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Smith, Albert C. 1981. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 2. 810 pp.";"62,7653,7654";"-18.954693";"-178.954743"
"Trema orientalis";"Kadavu";"Fiji";1;"0";"Cannabaceae";"Rosales";"pier";0;"Trema orientalis";"Smith, Albert C. 1981. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 2. 810 pp.";"62";"-19.040702";"178.228554"
"Trema orientalis";"Kao";"Ha'apai";0,625;"0";"Cannabaceae";"Rosales";"pier";0,5;"Trema orientalis";"Whistler, W. A. 1992. Flora of Tonga [unpublished checklist]. 107 pp.";"32,33,7655,7656";"-19.668585";"-175.016667"
