"species";"island";"islandgroup";"Native";"Cultivated";"family";"order";"dataset";"Invasive";"Original_name";"reference";"refid";"latitude";"longitude"
"Tithonia diversifolia";"Taha'a";"Society";0,5;"0.5";"Asteraceae";"Asterales";"glonpier";0,5;"Tithonia diversifolia";"Fosberg, F. R. 1997. Preliminary checklist of the flowering plants and ferns of the Society Islands. Ed. by David R. Stoddart. U. Cal. Berkeley.";"158";"-16.622985";"-151.493671"
"Tithonia diversifolia";"Tiga";"Loyaute";0;"0";"Asteraceae";"Asterales";"pier";1;"Tithonia diversifolia";"MacKee, H. S. 1994. Catalogue des plantes introduites et cultivÈes en Nouvelle-CalÈdonie. MusÈum National d'Histoire Naturelle, Paris, 164 p.";"56";"-21.104922";"167.816558"
"Tithonia diversifolia";"Upolu";"Samoa";0;"0";"Asteraceae";"Asterales";"pier";1;"Tithonia diversifolia";"Space, James C./Flynn, Tim. 2002. Report to the Government of Samoa on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 83 pp.";"107";"-13.930642";"-171.758385"
"Tithonia diversifolia";"Vanua Levu";"Fiji";0;"1";"Asteraceae";"Asterales";"pier";1;"Tithonia diversifolia";"Smith, Albert C. 1991. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 5. 626 pp.";"330";"-16.601168";"179.245343"
"Tithonia diversifolia";"Vava'u";"Vava'u";0;"0";"Asteraceae";"Asterales";"pier";1;"Tithonia diversifolia";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"201";"NA";"NA"
"Tithonia diversifolia";"Viti Levu";"Fiji";0,25;"1";"Asteraceae";"Asterales";"pier";1;"Tithonia diversifolia";"Smith, Albert C. 1991. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 5. 626 pp.";"330,7584";"-17.837692";"177.964564"
"Tithonia diversifolia";"Wallis";"Wallis and Futuna";0;"1";"Asteraceae";"Asterales";"pier";0;"Tithonia diversifolia";"Meyer, Jean-Yves. 2007. Rapport de mission sur l'Ile d'Uvea (Wallis & Futuna) du 6 au 17 Novembre 2007: Inventaire preliminaire de la flore vasculaire secondaire [unpublished report]. DÈlÈgation ‡ la Recherche, MinistËre de l'Education, l'Enseignement SupÈrieur et la Recherche, B.P. 20981 Papeete, Tahiti, PolynÈsie franÁaise. 39 pp.";"167";"-13.285184";"-176.20431"
"Toona ciliata";"Eua";"Tongatapu";0;"1";"Meliaceae";"Sapindales";"glonpier";1;"Toona ciliata";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"201";"-21.375878";"-174.932571"
"Toona ciliata";"Mangaia";"Southern Cook";0,25;"1";"Meliaceae";"Sapindales";"pier";0,5;"Toona ciliata";"McCormack, Gerald. 2013. Cook Islands Biodiversity Database, Version 2007.2. Cook Islands Natural Heritage Trust, Rarotonga.";"31,72";"-21.928127";"-157.919429"
"Toona ciliata";"Niue";"Niue";0;"1";"Meliaceae";"Sapindales";"pier";0;"Toona ciliata";"Space, James C./Waterhouse, Barbara M./Newfield, Melanie/Bull, Cate. 2004. Report to the Government of Niue and the United Nations Development Programme: Invasive plant species on Niue following Cyclone Heta. UNDP NIU/98/G31 - Niue Enabling Activity. 80 pp.";"170";"-19.052414";"-169.858549"
"Toona ciliata";"Pohnpei";"Pohnpei";0;"1";"Meliaceae";"Sapindales";"pier";0;"Toona ciliata";"Herrera, Katherine/Lorence, David H./Flynn, Timothy/Balick, Michael J. 2010. Checklist of the vascular plants of Pohnpei with local names and uses. Allertonia, in press. National Tropical Botanical Garden, Lawai, Hawaiëi. 146 pp.";"85";"6.885612";"158.232582"
"Toona ciliata";"Raivavae";"Tubuai";0;"1";"Meliaceae";"Sapindales";"pier";1;"Toona ciliata";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-23.867951";"-147.652583"
"Toona ciliata";"Savai'i";"Samoa";0;"1";"Meliaceae";"Sapindales";"pier";0;"Toona ciliata";"Space, James C./Flynn, Tim. 2002. Report to the Government of Samoa on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 83 pp.";"107";"-13.62081";"-172.447131"
"Toona ciliata";"Tahiti";"Society";0;"1";"Meliaceae";"Sapindales";"pier";0;"Toona ciliata";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-17.677486";"-149.400753"
"Toona ciliata";"Tongatapu";"Tongatapu";0;"0";"Meliaceae";"Sapindales";"glonpier";1;"Toona ciliata";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"201";"-21.174082";"-175.191861"
"Tradescantia fluminensis";"Alejandro Selkirk";"Juan Fernandez";0;"0";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia fluminensis";"Atkinson, Rachel/Sawyer, John. 2011. Naturalized species in the Juan Fern·ndez Archipelago, Chile. Unpublished spreadsheet.";"232,233";"NA";"NA"
"Tradescantia fluminensis";"Lord Howe";"Lord Howe";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia fluminensis";"Orchard, Anthony E., ed. 1994. Flora of Australia. Vol. 49, Oceanic islands 1. Australian Government Publishing Service, Canberra.";"171";"-31.553015";"159.07716"
"Tradescantia fluminensis";"Nauru";"Nauru";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia fluminensis";"Thaman, R. R./Fosberg, F. R./Manner, H. I./Hassall, D. C. 1994. The flora of Nauru. Smithsonian Institution, Washington. Atoll Research Bulletin 392:1-223.";"356";"-0.52847";"166.934484"
"Tradescantia fluminensis";"Robinson Crusoe";"Juan Fernandez";0;"0";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia fluminensis";"Cuevas, Jaime G./Marticorena, Alicia/Cavieres, Lohengrin A. 2004. New additions to the introduced flora of the Juan Fern·ndez Islands: origin, distribution, life history traits, and potential of invasion. Revista Chilene de Histora Natural 77:523-538.";"823,232,233";"-33.647829";"-78.848984"
"Tradescantia fluminensis";"Rurutu";"Tubuai";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia fluminensis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-22.474926";"-151.345841"
"Tradescantia fluminensis";"Tahiti";"Society";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia fluminensis";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-17.677486";"-149.400753"
"Tradescantia spathacea";"Eua";"Tongatapu";0,25;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"201,3024";"-21.375878";"-174.932571"
"Tradescantia spathacea";"Uiha";"Ha'apai";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"201";"NA";"NA"
"Tradescantia spathacea";"Abaiang";"Tungaru";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334";"1.853721";"172.877618"
"Tradescantia spathacea";"Ailinglaplap";"Marshall";0,25;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,7585";"7.423665";"168.766088"
"Tradescantia spathacea";"Ailuk";"Marshall";0,167;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,305,7586";"10.344593";"169.965835"
"Tradescantia spathacea";"Akamaru";"Gambier";0;"0";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-23.187435";"-134.913815"
"Tradescantia spathacea";"Angaur";"Northern Palau";0,167;"0.5";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,184,7588";"6.907422";"134.137238"
"Tradescantia spathacea";"Arno";"Marshall";0,375;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,699,7589,7590";"7.080826";"171.704115"
"Tradescantia spathacea";"Babeldaob";"Northern Palau";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184";"7.499906";"134.565821"
"Tradescantia spathacea";"Butaritari";"Tungaru";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Space, James C./Imada, Clyde T. 2004. Report to the Republic of Kiribati on invasive plant species on the islands of Tarawa, Abemama, Butaritari and Maiana. Cont. no. 2003-006 to the Pac. Biol. Surv. USDA Forest Service and Bishop Museum, Honolulu. 103 pp.";"414";"3.134634";"172.828514"
"Tradescantia spathacea";"Ebon";"Marshall";0,25;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,7591";"4.613075";"168.697307"
"Tradescantia spathacea";"Fais";"Yap";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,54";"9.763484";"140.518812"
"Tradescantia spathacea";"Hao";"Tuamotu";0;"0";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-18.256541";"-140.869583"
"Tradescantia spathacea";"Hawai'i";"Hawaiian";0;"0.5";"Commelinaceae";"Commelinales";"glonpier";0,5;"Tradescantia spathacea";"Wester, Lyndon. 1992. Origin and distribution of adventive flowering plants in Hawaiëi. In: Stone, Charles P.. Smith, Clifford W. and Tunison, J. Timothy. Alien plant invasions in native ecosystems of Hawaii: Management and Research. University of Hawaii, Cooperative National Park Research Studies Unit, Honolulu. University of Hawaii Press. .";"78";"19.598084";"-155.518375"
"Tradescantia spathacea";"Huahine";"Society";0;"0.5";"Commelinaceae";"Commelinales";"glonpier";0,5;"Tradescantia spathacea";"Fosberg, F. R. 1997. Preliminary checklist of the flowering plants and ferns of the Society Islands. Ed. by David R. Stoddart. U. Cal. Berkeley.";"158";"-16.746471";"-151.00251"
"Tradescantia spathacea";"Jaluit";"Marshall";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334";"6.02627";"169.564753"
"Tradescantia spathacea";"Kayangel";"Northern Palau";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184,30";"8.074961";"134.715052"
"Tradescantia spathacea";"Kili";"Marshall";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Vander Velde, Nancy/Vander Velde, Brian. 2006. Plants of Kili Island, Marshall Islands. Unpublished checklist. 12 pp.";"770";"5.643747";"169.121997"
"Tradescantia spathacea";"Koror";"Northern Palau";0,083;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184,1302,47,334,7595";"7.337466";"134.493649"
"Tradescantia spathacea";"Kosrae";"Kosrae";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Space, James C./Waterhouse, Barbara/Denslow, Julie S./Nelson, Duane/Waguk, Erick E. 2000. Invasive plant species on Kosrae, Federated States of Micronesia.  USDA Forest Service, Honolulu. 43 pp.";"66,67";"5.310596";"162.977112"
"Tradescantia spathacea";"Kwajalein";"Marshall";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,419";"9.062494";"167.42373"
"Tradescantia spathacea";"Lifuka";"Ha'apai";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"201";"-19.775112";"-174.322764"
"Tradescantia spathacea";"Likiep";"Marshall";0,25;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,7594";"9.915964";"169.152592"
"Tradescantia spathacea";"Lord Howe";"Lord Howe";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Orchard, Anthony E., ed. 1994. Flora of Australia. Vol. 49, Oceanic islands 1. Australian Government Publishing Service, Canberra.";"171";"-31.553015";"159.07716"
"Tradescantia spathacea";"Majuro";"Marshall";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Vander Velde, Nancy. 2003. The vascular plants of Majuro Atoll, Republic of the Marshall Islands. Smithsonian Institution, Atoll Research Bulletin No. 503:1-141.";"70";"7.119074";"171.216024"
"Tradescantia spathacea";"Mangareva";"Gambier";0;"0";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38,39";"-23.109741";"-134.970757"
"Tradescantia spathacea";"Mili";"Marshall";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Vander Velde, Nancy/Vander Velde, Brian. 2010. Survey of Invasive Plant Species and Other Plants of Mili Atoll, Marshall Islands. USDA Forest Resource Management Grant Program. Unpublished report. 6 pp, plus tabulation of plants of Mili Atoll, 23 pp.";"662";"6.111238";"171.908645"
"Tradescantia spathacea";"Ngercheu";"Northern Palau";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184";"7.092732";"134.278403"
"Tradescantia spathacea";"Ngerkebesang";"Northern Palau";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Space, James C./Waterhouse, Barbara/Miles, Joel E./Tiobech, Joseph/Rengulbai, Kashgar. 2003. Report to the Republic of Palau on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 174 pp.";"184,47";"7.354555";"134.449895"
"Tradescantia spathacea";"Niau";"Tuamotu";0,25;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38,7596";"-16.158335";"-146.348841"
"Tradescantia spathacea";"Niuatoputapu";"Vava'u";0,5;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Bishop Museum (Honolulu),1976,Voucher specimen #BISH&nbsp;456090 (Kirch, P.V. 250)";"7597";"-15.957592";"-173.775831"
"Tradescantia spathacea";"Niue";"Niue";0;"0.5";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Sykes, W. R. 1970. Contributions to the flora of Niue. New Zealand Department of Scientific and Industrial Research Bulletin 200, Wellington. 321 pp.";"73,75,160,76,170";"-19.052414";"-169.858549"
"Tradescantia spathacea";"Nuku Hiva";"Marquesas";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Lorence, David H./Wagner, Warren L. 2013. Flora of the Marquesas Islands. National Tropical Botanical Garden and the Smithsonian Institution. Online database.";"151,38";"-8.866239";"-140.139323"
"Tradescantia spathacea";"Peleliu";"Northern Palau";0,125;"0.5";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,184,47,7598";"6.911198";"133.848171"
"Tradescantia spathacea";"Pis";"Chuuk";0,375;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,7599,7600,7601";"6.8351";"152.701556"
"Tradescantia spathacea";"Pohnpei";"Pohnpei";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Herrera, Katherine/Lorence, David H./Flynn, Timothy/Balick, Michael J. 2010. Checklist of the vascular plants of Pohnpei with local names and uses. Allertonia, in press. National Tropical Botanical Garden, Lawai, Hawaiëi. 146 pp.";"85";"6.885612";"158.232582"
"Tradescantia spathacea";"Puluwat";"Chuuk";0;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Manner, H. I./Mallon, E. 1989. An Annotated list of the vascular plants of Pulawat Atoll. Micronesica 22:23-63.";"317";"3.870255";"154.929785"
"Tradescantia spathacea";"Raroia";"Tuamotu";0;"0";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Doty, Maxwell S. 1954. Floristic and Ecological Notes on Raroia Atoll, Tuamotus. Land biota: vascular plants. Atoll Research Bulletin No. 33. Pacific Science Board, National Academy of Sciences, Washington. 41 pp.";"816,320";"-16.068487";"-142.416164"
"Tradescantia spathacea";"San Cristobal";"Galapagos";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"153";"-0.826798";"-89.43056"
"Tradescantia spathacea";"Sand";"NW Hawaiian";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Starr, Forest/Starr, Kim/Loope, Lloyd. 2008. Botanical survey of Midway Atoll. Prepared for: United States Fish and Wildlife Service. 27 pp. plus appendices.";"173";"28.207775";"-177.378933"
"Tradescantia spathacea";"Santa Cruz";"Galapagos";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Charles Darwin Foundation. 2008. Database inventory of introduced plant species in the rural and urban zones of Galapagos. Charles Darwin Foundation, Galapagos, Ecuador.";"153";"-0.627248";"-90.358406"
"Tradescantia spathacea";"Satawan";"Chuuk";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334";"5.352277";"153.667789"
"Tradescantia spathacea";"Savai'i";"Samoa";0;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Space, James C./Flynn, Tim. 2002. Report to the Government of Samoa on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 83 pp.";"107";"-13.62081";"-172.447131"
"Tradescantia spathacea";"Tabuaeran";"Line";0,25;"1";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Wester, Lyndon. 1985. Checklist of the vascular plants of the northern Line Islands. Smithsonian Institution, Washington. Atoll Reseach Bulletin 287:1-38.";"180,7613";"3.851106";"-159.296777"
"Tradescantia spathacea";"Takapoto";"Tuamotu";0;"1";"Commelinaceae";"Commelinales";"glonpier";0;"Tradescantia spathacea";"Sachet, M-H. 1983. Takapoto Atoll, Tuamotu Archipelago: terrestrial vegetation and flora. Atoll Research Bulletin No. 277. Smithsonian Institution, Washington. 41 pp. + photos.";"376";"-14.628736";"-145.206439"
"Tradescantia spathacea";"Tarawa";"Tungaru";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Space, James C./Imada, Clyde T. 2004. Report to the Republic of Kiribati on invasive plant species on the islands of Tarawa, Abemama, Butaritari and Maiana. Cont. no. 2003-006 to the Pac. Biol. Surv. USDA Forest Service and Bishop Museum, Honolulu. 103 pp.";"414";"1.447445";"173.053085"
"Tradescantia spathacea";"Tenarunga";"Tuamotu";0;"0";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-21.345042";"-136.542968"
"Tradescantia spathacea";"Tetiaroa";"Society";0;"1";"Commelinaceae";"Commelinales";"glonpier";0;"Tradescantia spathacea";"Sachet, M.-H./Fosberg, F. R. 1983. An ecological reconnaissance of Tetiaroa Atoll, Society Islands. Atoll Research Bulletin No. 275. Smithsonian Institution, Washington. 67 pp. + photos.";"760";"-17.00452";"-149.56661"
"Tradescantia spathacea";"Tiga";"Loyaute";0;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"MacKee, H. S. 1994. Catalogue des plantes introduites et cultivÈes en Nouvelle-CalÈdonie. MusÈum National d'Histoire Naturelle, Paris, 164 p.";"56";"-21.104922";"167.816558"
"Tradescantia spathacea";"Tikehau";"Tuamotu";0;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Florence, J./Chevillotte, H./Ollier, C./Meyer, J.-Y. 2013. Base de donnÈes botaniques Nadeaud de l'Herbier de la PolynÈsie FranÁaise (PAP). (online resource).";"38";"-15.005319";"-148.165138"
"Tradescantia spathacea";"Tongatapu";"Tongatapu";0,167;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"201,33,7614";"-21.174082";"-175.191861"
"Tradescantia spathacea";"Tupai";"Society";0;"1";"Commelinaceae";"Commelinales";"glonpier";0;"Tradescantia spathacea";"Sachet, M.-H. 1983. Botanique de l'ile de Tupai, Iles de la Societe. Atoll Research Bulletin No. 276. Smithsonian Institution, Washington. 26 pp. + photos.";"761";"-16.262043";"-151.816123"
"Tradescantia spathacea";"Tutuila";"Samoa";0;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Setchell, William Albert. 1924. American Samoa. part I. Vegetation of Tutuila Island. part II. Ethnobotany of the Samoans. part III. Vegetation of Rose Atoll. The Carnegie Institution of Washington. 275 pp. + illus.";"132";"-14.300334";"-170.717618"
"Tradescantia spathacea";"Ua Huka";"Marquesas";0,167;"0";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Lorence, David H./Wagner, Warren L. 2013. Flora of the Marquesas Islands. National Tropical Botanical Garden and the Smithsonian Institution. Online database.";"151,38,7615";"-8.909323";"-139.551964"
"Tradescantia spathacea";"Ua Pou";"Marquesas";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Lorence, David H./Wagner, Warren L. 2013. Flora of the Marquesas Islands. National Tropical Botanical Garden and the Smithsonian Institution. Online database.";"151";"-9.397857";"-140.073942"
"Tradescantia spathacea";"Ulithi";"Yap";0,25;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,7616";"9.990572";"139.730066"
"Tradescantia spathacea";"Upolu";"Samoa";0;"1";"Commelinaceae";"Commelinales";"glonpier";1;"Tradescantia spathacea";"Space, James C./Flynn, Tim. 2002. Report to the Government of Samoa on invasive plant species of environmental concern. USDA Forest Service, Honolulu. 83 pp.";"107";"-13.930642";"-171.758385"
"Tradescantia spathacea";"Vava'u";"Vava'u";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Space, James C./Flynn, Tim. 2001. Report to the Kingdom of Tonga on invasive plant species of environmental concern.  USDA Forest Service, Honolulu. 78 pp.";"201";"NA";"NA"
"Tradescantia spathacea";"Viti Levu";"Fiji";0,25;"1";"Commelinaceae";"Commelinales";"pier";1;"Tradescantia spathacea";"Smith, Albert C. 1979. Flora Vitiensis nova: a new flora of Fiji. National Tropical Botanical Garden, Lawai, Kauai, Hawaii. Volume 1. 494 pp.";"410,7617";"-17.837692";"177.964564"
"Tradescantia spathacea";"Wake";"Wake";0;"0.5";"Commelinaceae";"Commelinales";"pier";0,5;"Tradescantia spathacea";"Fosberg, F. R./Sachet, Marie-HÈlËne/Oliver, Royce. 1987. A geographical checklist of the Micronesian monocotyledonae. Micronesica 20:1-126.";"334,798";"19.292057";"166.634983"
"Tradescantia spathacea";"Wallis";"Wallis and Futuna";0;"1";"Commelinaceae";"Commelinales";"pier";0;"Tradescantia spathacea";"Meyer, Jean-Yves. 2007. Rapport de mission sur l'Ile d'Uvea (Wallis & Futuna) du 6 au 17 Novembre 2007: Inventaire preliminaire de la flore vasculaire secondaire [unpublished report]. DÈlÈgation ‡ la Recherche, MinistËre de l'Education, l'Enseignement SupÈrieur et la Recherche, B.P. 20981 Papeete, Tahiti, PolynÈsie franÁaise. 39 pp.";"167";"-13.285184";"-176.20431"
