"";"species";"island";"islandgroup";"nat_score";"cult_stat";"family";"order";"dataset";"inva_stat";"orginal_name";"reference";"sp_ar";"sp_is";"dataset_ar";"nat_score2";"inva_stat2";"refid"
"268889";"Bothriochloa bladhii";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";0,5;"Bothriochloa bladhii S.T.Blake (Retz.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Bothriochloa bladhii_Nauru";"Bothriochloa bladhii_Nauru";"glonpier";0;0;"28,334"
"268890";"Brachiaria subquadripara";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Brachiaria subquadripara Hitchc. (Trin.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Brachiaria subquadripara_Nauru";"Brachiaria subquadripara_Nauru";"glonpier";0;0;"28,356"
"268891";"Cajanus cajan";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Cajanus cajan Millsp. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cajanus cajan_Nauru";"Cajanus cajan_Nauru";"glonpier";0;0;"28,40,356"
"268892";"Caladium bicolor";"Nauru";"Nauru";0;"0";"Araceae";"Alismatales";"glonpier";0,5;"Caladium bicolor Vent. (Aiton)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Caladium bicolor_Nauru";"Caladium bicolor_Nauru";"glonpier";0;0;"28,334,356"
"268894";"Canna indica";"Nauru";"Nauru";0;"0";"Cannaceae";"Zingiberales";"glonpier";0;"Canna indica L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Canna indica_Nauru";"Canna indica_Nauru";"glonpier";0;0;"28,356"
"268895";"Caryota urens";"Nauru";"Nauru";0,25;"0";"Arecaceae";"Arecales";"glonpier";0,5;"Caryota urens L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Caryota urens_Nauru";"Caryota urens_Nauru";"glonpier";0,25;0;"28,149"
"268897";"Catharanthus roseus";"Nauru";"Nauru";0;"0";"Apocynaceae";"Gentianales";"glonpier";0,5;"Catharanthus roseus G. Don (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Catharanthus roseus_Nauru";"Catharanthus roseus_Nauru";"glonpier";0;0;"28,40,356"
"268898";"Ceiba pentandra";"Nauru";"Nauru";0,166666666666667;"0";"Bombacaceae";"Malvales";"glonpier";1;"Ceiba pentandra Gaertn. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Ceiba pentandra_Nauru";"Ceiba pentandra_Nauru";"glonpier";0,166666666666667;0;"28,356,1662"
"268899";"Cenchrus brownii";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Cenchrus brownii Roem. & Schult.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cenchrus brownii_Nauru";"Cenchrus brownii_Nauru";"glonpier";0;0;"28,356"
"268900";"Cenchrus echinatus";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Cenchrus echinatus L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cenchrus echinatus_Nauru";"Cenchrus echinatus_Nauru";"glonpier";0;0;"28,334,356"
"268901";"Centrosema molle";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Centrosema molle Benth.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Centrosema molle_Nauru";"Centrosema molle_Nauru";"glonpier";0;0;"28,40,356"
"268902";"Cestrum nocturnum";"Nauru";"Nauru";0;"0";"Solanaceae";"Solanales";"glonpier";0;"Cestrum nocturnum L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cestrum nocturnum_Nauru";"Cestrum nocturnum_Nauru";"glonpier";0;0;"28,356"
"268903";"Chloris barbata";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Chloris barbata Sw.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Chloris barbata_Nauru";"Chloris barbata_Nauru";"glonpier";0;0;"28,334,356"
"268904";"Chloris virgata";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";0,5;"Chloris virgata Sw.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Chloris virgata_Nauru";"Chloris virgata_Nauru";"glonpier";0;0;"28,334"
"268905";"Chlorophytum comosum";"Nauru";"Nauru";0;"0";"Anthericaceae";"Asparagales";"glonpier";0,5;"Chlorophytum comosum Jacques (Thunb.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Chlorophytum comosum_Nauru";"Chlorophytum comosum_Nauru";"glonpier";0;0;"28,334,356"
"268906";"Chrysopogon aciculatus";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Chrysopogon aciculatus Trin. (Retz.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Chrysopogon aciculatus_Nauru";"Chrysopogon aciculatus_Nauru";"glonpier";0;0;"28,334,356"
"268907";"Citrullus lanatus";"Nauru";"Nauru";0;"0";"Cucurbitaceae";"Cucurbitales";"glonpier";1;"Citrullus lanatus Matsum. & Nakai (Thunb.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Citrullus lanatus_Nauru";"Citrullus lanatus_Nauru";"glonpier";0;0;"28,40,356"
"268908";"Cleome rutidosperma";"Nauru";"Nauru";0;"0";"Cleomaceae";"Brassicales";"glonpier";1;"Cleome rutidosperma DC.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cleome rutidosperma_Nauru";"Cleome rutidosperma_Nauru";"glonpier";0;0;"28,356"
"268909";"Crinum asiaticum";"Nauru";"Nauru";0;"0";"Amaryllidaceae";"Asparagales";"glonpier";0,5;"Crinum asiaticum L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Crinum asiaticum_Nauru";"Crinum asiaticum_Nauru";"glonpier";0;0;"28,334,356"
"268910";"Crotalaria goreensis";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Crotalaria goreensis Guill. & Perr.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Crotalaria goreensis_Nauru";"Crotalaria goreensis_Nauru";"glonpier";0;0;"28,356"
"268911";"Crotalaria retusa";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Crotalaria retusa L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Crotalaria retusa_Nauru";"Crotalaria retusa_Nauru";"glonpier";0;0;"28,356"
"268912";"Crotalaria spectabilis";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Crotalaria spectabilis Roth";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Crotalaria spectabilis_Nauru";"Crotalaria spectabilis_Nauru";"glonpier";0;0;"28,356"
"268913";"Crotalaria trichotoma";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Crotalaria trichotoma Bojer";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Crotalaria trichotoma_Nauru";"Crotalaria trichotoma_Nauru";"glonpier";0;0;"28,40"
"268914";"Cyanthillium cinereum";"Nauru";"Nauru";0,333333333333333;"0";"Asteraceae";"Asterales";"glonpier";1;"Cyanthillium cinereum H. Rob. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cyanthillium cinereum_Nauru";"Cyanthillium cinereum_Nauru";"glonpier";0,333333333333333;0;"28,40,356"
"268915";"Cynodon dactylon";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Cynodon dactylon Pers. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cynodon dactylon_Nauru";"Cynodon dactylon_Nauru";"glonpier";0;0;"28,334,356"
"268916";"Cyperus compressus";"Nauru";"Nauru";0;"0";"Cyperaceae";"Poales";"glonpier";1;"Cyperus compressus L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cyperus compressus_Nauru";"Cyperus compressus_Nauru";"glonpier";0;0;"28,334,356"
"268917";"Cyperus iria";"Nauru";"Nauru";0;"0";"Cyperaceae";"Poales";"glonpier";1;"Cyperus iria L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cyperus iria_Nauru";"Cyperus iria_Nauru";"glonpier";0;0;"28,356"
"268918";"Cyperus rotundus";"Nauru";"Nauru";0;"0";"Cyperaceae";"Poales";"glonpier";1;"Cyperus rotundus L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Cyperus rotundus_Nauru";"Cyperus rotundus_Nauru";"glonpier";0;0;"28,334,356"
"268919";"Dactyloctenium aegyptium";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Dactyloctenium aegyptium Willd. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Dactyloctenium aegyptium_Nauru";"Dactyloctenium aegyptium_Nauru";"glonpier";0;0;"28,334,356"
"268920";"Delonix regia";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Delonix regia Raf. (Hook.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Delonix regia_Nauru";"Delonix regia_Nauru";"glonpier";0;0;"28,40,356"
"268921";"Desmodium incanum";"Nauru";"Nauru";0,25;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Desmodium incanum DC.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Desmodium incanum_Nauru";"Desmodium incanum_Nauru";"glonpier";0,25;0;"28,210"
"268922";"Desmodium tortuosum";"Nauru";"Nauru";0,3;"0";"Fabaceae";"Fabales";"glonpier";1;"Desmodium tortuosum DC. (Sw.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Desmodium tortuosum_Nauru";"Desmodium tortuosum_Nauru";"glonpier";0,3;0;"28,356,2995,2996,2997"
"268923";"Desmodium triflorum";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Desmodium triflorum DC. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Desmodium triflorum_Nauru";"Desmodium triflorum_Nauru";"glonpier";0;0;"28,356"
"268924";"Digitaria bicornis";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Digitaria bicornis Roem. & Schult. (Lam.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Digitaria bicornis_Nauru";"Digitaria bicornis_Nauru";"glonpier";0;0;"28,356"
"268925";"Digitaria ciliaris";"Nauru";"Nauru";0,333333333333333;"0";"Poaceae";"Poales";"glonpier";1;"Digitaria ciliaris Koeler (Retz.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Digitaria ciliaris_Nauru";"Digitaria ciliaris_Nauru";"glonpier";0,333333333333333;0;"28,334,356"
"268926";"Digitaria violascens";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Digitaria violascens Link";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Digitaria violascens_Nauru";"Digitaria violascens_Nauru";"glonpier";0;0;"28,334,356"
"268927";"Echinochloa colona";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glonpier";1;"Echinochloa colona Link (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Echinochloa colona_Nauru";"Echinochloa colona_Nauru";"glonpier";0;0;"28,356"
"268928";"Eichhornia crassipes";"Nauru";"Nauru";0;"0";"Pontederiaceae";"Commelinales";"glonpier";1;"Eichhornia crassipes Solms (Mart.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Eichhornia crassipes_Nauru";"Eichhornia crassipes_Nauru";"glonpier";0;0;"28,356"
"268930";"Emilia sonchifolia";"Nauru";"Nauru";0;"0";"Asteraceae";"Asterales";"glonpier";1;"Emilia sonchifolia DC (L)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Emilia sonchifolia_Nauru";"Emilia sonchifolia_Nauru";"glonpier";0;0;"28,356"
"268931";"Epipremnum pinnatum";"Nauru";"Nauru";0;"0";"Araceae";"Alismatales";"glonpier";0,5;"Epipremnum pinnatum Engl. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Epipremnum pinnatum_Nauru";"Epipremnum pinnatum_Nauru";"glonpier";0;0;"28,334,356"
"268933";"Episcia cupreata";"Nauru";"Nauru";0,25;"0";"Gesneriaceae";"Lamiales";"glonpier";0,5;"Episcia cupreata Hanst. (Hook.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Episcia cupreata_Nauru";"Episcia cupreata_Nauru";"glonpier";0,25;0;"28,149"
"268934";"Eragrostis amabilis";"Nauru";"Nauru";0,666666666666667;"0";"Poaceae";"Poales";"glonpier";1;"Eragrostis amabilis Wight & Arn. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Eragrostis amabilis_Nauru";"Eragrostis amabilis_Nauru";"glonpier";0,333333333333333;0;"28,334,356"
"268935";"Erigeron bonariensis";"Nauru";"Nauru";0;"0";"Asteraceae";"Asterales";"glonpier";1;"Erigeron bonariensis L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Erigeron bonariensis_Nauru";"Erigeron bonariensis_Nauru";"glonpier";0;0;"28,356"
"268936";"Euphorbia heterophylla";"Nauru";"Nauru";0;"0";"Euphorbiaceae";"Malpighiales";"glonpier";1;"Euphorbia cyathophora Murray";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Euphorbia heterophylla_Nauru";"Euphorbia heterophylla_Nauru";"glonpier";0;0;"28,40,356"
"268938";"Euphorbia hirta";"Nauru";"Nauru";0;"0";"Euphorbiaceae";"Malpighiales";"glonpier";1;"Euphorbia hirta L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Euphorbia hirta_Nauru";"Euphorbia hirta_Nauru";"glonpier";0;0;"28,40,356"
"268939";"Euphorbia hypericifolia";"Nauru";"Nauru";0;"0";"Euphorbiaceae";"Malpighiales";"glonpier";1;"Euphorbia hypericifolia L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Euphorbia hypericifolia_Nauru";"Euphorbia hypericifolia_Nauru";"glonpier";0;0;"28,356"
"268940";"Euphorbia prostrata";"Nauru";"Nauru";0;"0";"Euphorbiaceae";"Malpighiales";"glonpier";1;"Euphorbia prostrata Aiton";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Euphorbia prostrata_Nauru";"Euphorbia prostrata_Nauru";"glonpier";0;0;"28,356"
"268941";"Ficus benghalensis";"Nauru";"Nauru";0,166666666666667;"0";"Moraceae";"Rosales";"glonpier";0,5;"Ficus benghalensis L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Ficus benghalensis_Nauru";"Ficus benghalensis_Nauru";"glonpier";0,166666666666667;0;"28,356,3736"
"268942";"Furcraea foetida";"Nauru";"Nauru";0,25;"0";"Agavaceae";"Asparagales";"glonpier";0,5;"Furcraea foetida Haw. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Furcraea foetida_Nauru";"Furcraea foetida_Nauru";"glonpier";0,25;0;"28,210"
"268943";"Gossypium barbadense";"Nauru";"Nauru";0;"0";"Malvaceae";"Malvales";"glonpier";0,5;"Gossypium barbadense L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Gossypium barbadense_Nauru";"Gossypium barbadense_Nauru";"glonpier";0;0;"28,40,356"
"268944";"Hedychium coronarium";"Nauru";"Nauru";0;"0";"Zingiberaceae";"Zingiberales";"glonpier";0,5;"Hedychium coronarium J.König";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Hedychium coronarium_Nauru";"Hedychium coronarium_Nauru";"glonpier";0;0;"28,334,356"
"268945";"Hippeastrum puniceum";"Nauru";"Nauru";0;"0";"Amaryllidaceae";"Asparagales";"glonpier";0,5;"Hippeastrum puniceum Voss (Lam.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Hippeastrum puniceum_Nauru";"Hippeastrum puniceum_Nauru";"glonpier";0;0;"28,334,356"
"268946";"Indigofera hirsuta";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Indigofera hirsuta L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Indigofera hirsuta_Nauru";"Indigofera hirsuta_Nauru";"glonpier";0;0;"28,40,356"
"268947";"Indigofera spicata";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";1;"Indigofera spicata Forssk.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Indigofera spicata_Nauru";"Indigofera spicata_Nauru";"glonpier";0;0;"28,356"
"268949";"Ipomoea hederifolia";"Nauru";"Nauru";0;"0";"Convolvulaceae";"Solanales";"glonpier";1;"Ipomoea hederifolia L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Ipomoea hederifolia_Nauru";"Ipomoea hederifolia_Nauru";"glonpier";0;0;"28,356"
"268951";"Lablab purpureus";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Lablab purpureus Sweet (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Lablab purpureus_Nauru";"Lablab purpureus_Nauru";"glonpier";0;0;"28,40,356"
"268954";"Livistona chinensis";"Nauru";"Nauru";0;"0";"Arecaceae";"Arecales";"glonpier";0;"Livistona chinensis R.Br. ex Mart. (Jacq.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Livistona chinensis_Nauru";"Livistona chinensis_Nauru";"glonpier";0;0;"28,356"
"268955";"Ludwigia octovalvis";"Nauru";"Nauru";0;"0";"Onagraceae";"Myrtales";"glonpier";1;"Ludwigia octovalvis P.H. Raven (Jacq.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Ludwigia octovalvis_Nauru";"Ludwigia octovalvis_Nauru";"glonpier";0;0;"28,356"
"268956";"Luffa aegyptiaca";"Nauru";"Nauru";0;"0";"Cucurbitaceae";"Cucurbitales";"glonpier";1;"Luffa aegyptiaca Schumach. & Thonn.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Luffa aegyptiaca_Nauru";"Luffa aegyptiaca_Nauru";"glonpier";0;0;"28,356"
"268957";"Malvastrum coromandelianum";"Nauru";"Nauru";0;"0";"Malvaceae";"Malvales";"glonpier";1;"Malvastrum coromandelianum Garcke (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Malvastrum coromandelianum_Nauru";"Malvastrum coromandelianum_Nauru";"glonpier";0;0;"28,356"
"268959";"Mecardonia procumbens";"Nauru";"Nauru";0;"0";"Plantaginaceae";"Lamiales";"glonpier";1;"Mecardonia procumbens Small (Mill.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Mecardonia procumbens_Nauru";"Mecardonia procumbens_Nauru";"glonpier";0;0;"28,356"
"268960";"Melastoma malabathricum";"Nauru";"Nauru";0;"0";"Melastomataceae";"Myrtales";"glon";0;"Melastoma malabathricum L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Melastoma malabathricum_Nauru";"Melastoma malabathricum_Nauru";"glon";0;0;"28"
"268961";"Melia azedarach";"Nauru";"Nauru";0;"0";"Meliaceae";"Sapindales";"glon";0;"Melia azedarach L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Melia azedarach_Nauru";"Melia azedarach_Nauru";"glon";0;0;"28"
"268962";"Melinis repens";"Nauru";"Nauru";0;"0";"Poaceae";"Poales";"glon";0;"Melinis repens Zizka (Willd.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Melinis repens_Nauru";"Melinis repens_Nauru";"glon";0;0;"28"
"268963";"Distimake quinquefolius";"Nauru";"Nauru";0;"0";"Convolvulaceae";"Solanales";"glon";0;"Merremia quinquefolia Hallier f. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Distimake quinquefolius_Nauru";"Distimake quinquefolius_Nauru";"glon";0;0;"28"
"268964";"Mimosa pudica";"Nauru";"Nauru";0;"0";"Fabaceae";"Fabales";"glon";0;"Mimosa pudica L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Mimosa pudica_Nauru";"Mimosa pudica_Nauru";"glon";0;0;"28"
"268965";"Mirabilis jalapa";"Nauru";"Nauru";0;"0";"Nyctaginaceae";"Caryophyllales";"glon";0;"Mirabilis jalapa L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Mirabilis jalapa_Nauru";"Mirabilis jalapa_Nauru";"glon";0;0;"28"
"268966";"Mucuna pruriens";"Nauru";"Nauru";0,25;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Mucuna pruriens DC. (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Mucuna pruriens_Nauru";"Mucuna pruriens_Nauru";"glonpier";0,25;0;"28,149"
"268968";"Nephrolepis exaltata";"Nauru";"Nauru";0,25;"0";"Nephrolepidaceae";"Polypodiales";"glonpier";0,5;"Nephrolepis exaltata Schott (L.)";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Nephrolepis exaltata_Nauru";"Nephrolepis exaltata_Nauru";"glonpier";0,25;0;"28,149"
"268969";"Nerium oleander";"Nauru";"Nauru";0;"0";"Apocynaceae";"Gentianales";"glonpier";0,5;"Nerium oleander L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Nerium oleander_Nauru";"Nerium oleander_Nauru";"glonpier";0;0;"28,40,356"
"268970";"Ocimum basilicum";"Nauru";"Nauru";0;"0";"Lamiaceae";"Lamiales";"glonpier";0,5;"Ocimum basilicum L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Ocimum basilicum_Nauru";"Ocimum basilicum_Nauru";"glonpier";0;0;"28,40,356"
"268971";"Oldenlandia corymbosa";"Nauru";"Nauru";0;"0";"Rubiaceae";"Gentianales";"glonpier";1;"Oldenlandia corymbosa L.";"Invasive Species Specialist Group ISSG. 2019. GRIIS - Global Register of Introduced and Invasive Species. http://www.griis.org. Downloaded on 30 July 2019.";"Oldenlandia corymbosa_Nauru";"Oldenlandia corymbosa_Nauru";"glonpier";0;0;"28,356"
