"";"species";"island";"islandgroup";"nat_score";"cult_stat";"family";"order";"dataset";"inva_stat";"orginal_name";"reference";"sp_ar";"sp_is";"dataset_ar";"nat_score2";"inva_stat2";"refid";"latitude";"longitude"
"3905";"Dactyloctenium aegyptium";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Dactyloctenium aegyptium (L.) Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Dactyloctenium aegyptium_Samoa";"Dactyloctenium aegyptium_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3906";"Digitaria ciliaris";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Digitaria ciliaris (Retz.) Koel.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Digitaria ciliaris_Samoa";"Digitaria ciliaris_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3907";"Digitaria horizontalis";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Digitaria horizontalis Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Digitaria horizontalis_Samoa";"Digitaria horizontalis_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3908";"Digitaria radicosa";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Digitaria radicosa (Presl) Miq.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Digitaria radicosa_Samoa";"Digitaria radicosa_Aunu'u";"glon";0;0;"1";"-14.284039";"-170.553464"
"3909";"Eleusine indica";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Eleusine indica (L.) Gaertn.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Eleusine indica_Samoa";"Eleusine indica_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3910";"Eragrostis amabilis";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Eragrostis tenella (L.) Beauv. ex Roemer & Schultes";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Eragrostis amabilis_Samoa";"Eragrostis amabilis_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3911";"Eriochloa procera";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Eriochloa procera (Retz.) C.E.Hubb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Eriochloa procera_Samoa";"Eriochloa procera_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3912";"Oplismenus hirtellus";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Oplismenus hirtellus (L.) Beauv.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Oplismenus hirtellus_Samoa";"Oplismenus hirtellus_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3913";"Paspalum conjugatum";"Aunu'u";"Samoa";0,25;"0";"Poaceae";"Poales";"glonpier";0,5;"Paspalum conjugatum Bergius";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum conjugatum_Samoa";"Paspalum conjugatum_Aunu'u";"glonpier";0;0;"1,150";"-14.284039";"-170.553464"
"3914";"Paspalum setaceum";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Paspalum setaceum Michx.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum setaceum_Samoa";"Paspalum setaceum_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3915";"Paspalum vaginatum";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Paspalum vaginatum Sw.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum vaginatum_Samoa";"Paspalum vaginatum_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3916";"Sporobolus diandrus";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Sporobolus diander (Retz.) P.Beauv.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Sporobolus diandrus_Samoa";"Sporobolus diandrus_Aunu'u";"glon";0;0;"1";"-14.284039";"-170.553464"
"3917";"Zoysia tenuifolia";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Zoysia tenuifolia Willd. ex Trin.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Zoysia tenuifolia_Samoa";"Zoysia tenuifolia_Aunu'u";"glon";0;0;"1";"-14.284039";"-170.553464"
"3918";"Eichhornia crassipes";"Aunu'u";"Samoa";0;"0";"Pontederiaceae";"Commelinales";"glonpier";0;"Eichhornia crassipes (Mart.) Solms in DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Eichhornia crassipes_Samoa";"Eichhornia crassipes_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3919";"Tacca leontopetaloides";"Aunu'u";"Samoa";1;"0";"Taccaceae";"Dioscoreales";"glon";0;"Tacca leontopetaloides (L.) Kuntze";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Tacca leontopetaloides_Samoa";"Tacca leontopetaloides_Aunu'u";"glon";1;0;"1";"-14.284039";"-170.553464"
"3920";"Zingiber zerumbet";"Aunu'u";"Samoa";0;"0";"Zingiberaceae";"Zingiberales";"glon";0;"Zingiber zerumbet (L.) Smith";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Zingiber zerumbet_Samoa";"Zingiber zerumbet_Aunu'u";"glon";0;0;"1";"-14.284039";"-170.553464"
"3921";"Amaranthus blitum";"Aunu'u";"Samoa";0;"0";"Amaranthaceae";"Caryophyllales";"glonpier";0;"Amaranthus lividus L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Amaranthus blitum_Samoa";"Amaranthus blitum_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3922";"Paspalum fimbriatum";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glonpier";0;"Paspalum fimbriatum H.B.K.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Paspalum fimbriatum_Samoa";"Paspalum fimbriatum_Aunu'u";"glonpier";0;0;"1";"-14.284039";"-170.553464"
"3923";"Schizostachyum glaucifolium";"Aunu'u";"Samoa";0;"0";"Poaceae";"Poales";"glon";0;"Schizostachyum glaucifolium (Rupr.) Munro";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Schizostachyum glaucifolium_Samoa";"Schizostachyum glaucifolium_Aunu'u";"glon";0;0;"1";"-14.284039";"-170.553464"
"3927";"NA";"Ofu";"Samoa";0,25;"0";"NA";"NA";"glonpier";0;"Justica procumbens L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"NA_Samoa";"NA_Ofu";"glonpier";0;0;"1";"-14.172184";"-169.663731"
"3928";"Ruellia prostrata";"Ofu";"Samoa";0,167;"0";"Acanthaceae";"Lamiales";"glonpier";0,5;"Ruellia prostrata Poir.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Ruellia prostrata_Samoa";"Ruellia prostrata_Ofu";"glonpier";0;0;"1,446,6479";"-14.172184";"-169.663731"
"3929";"Achyranthes aspera";"Ofu";"Samoa";0,75;"0";"Amaranthaceae";"Caryophyllales";"glonpier";0,5;"Achyranthes aspera L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Achyranthes aspera_Samoa";"Achyranthes aspera_Ofu";"glonpier";1;0;"1,150";"-14.172184";"-169.663731"
"3930";"Centella asiatica";"Ofu";"Samoa";0,3;"0";"Apiaceae";"Apiales";"glonpier";0,5;"Centella asiatica (L.) Urb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Centella asiatica_Samoa";"Centella asiatica_Ofu";"glonpier";0;0;"1,79,80,446,1854";"-14.172184";"-169.663731"
"3931";"Bidens pilosa";"Ofu";"Samoa";0,167;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Bidens alba (L.) DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Bidens pilosa_Samoa";"Bidens pilosa_Ofu";"glonpier";0;0;"1,446,1185,79";"-14.172184";"-169.663731"
"3933";"Emilia sonchifolia";"Ofu";"Samoa";0,333;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Emilia sonchifolia (L.) DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Emilia sonchifolia_Samoa";"Emilia sonchifolia_Ofu";"glonpier";0;0;"1,79,80";"-14.172184";"-169.663731"
"3934";"Mikania micrantha";"Ofu";"Samoa";0;"0";"Asteraceae";"Asterales";"glon";0;"Mikania micrantha H.B.K.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Mikania micrantha_Samoa";"Mikania micrantha_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3935";"Cyanthillium cinereum";"Ofu";"Samoa";0,25;"0";"Asteraceae";"Asterales";"glonpier";0,5;"Vernonia cinerea (L.) Less.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Cyanthillium cinereum_Samoa";"Cyanthillium cinereum_Ofu";"glonpier";0;0;"1,80,446,2655";"-14.172184";"-169.663731"
"3936";"Luffa cylindrica";"Ofu";"Samoa";1;"0";"Cucurbitaceae";"Cucurbitales";"glon";0;"Luffa cylindrica (L.) Roemer";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Luffa cylindrica_Samoa";"Luffa cylindrica_Ofu";"glon";1;0;"1";"-14.172184";"-169.663731"
"3937";"Acalypha lanceolata";"Ofu";"Samoa";0,333;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Acalypha lanceolata Willd.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Acalypha lanceolata_Samoa";"Acalypha lanceolata_Ofu";"glonpier";0;0;"1,79,80";"-14.172184";"-169.663731"
"3938";"Bischofia javanica";"Ofu";"Samoa";0,5;"0";"Phyllanthaceae";"Malpighiales";"glonpier";0,5;"Bischofia javanica Bl.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Bischofia javanica_Samoa";"Bischofia javanica_Ofu";"glonpier";0;0;"1,150,80,1200";"-14.172184";"-169.663731"
"3939";"Euphorbia hirta";"Ofu";"Samoa";0,167;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Chamaesyce hirta (L.) Millsp.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euphorbia hirta_Samoa";"Euphorbia hirta_Ofu";"glonpier";0;0;"1,446,3658";"-14.172184";"-169.663731"
"3940";"Euphorbia hypericifolia";"Ofu";"Samoa";0,25;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Chamaesyce hypericifolia (L.) Millsp.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euphorbia hypericifolia_Samoa";"Euphorbia hypericifolia_Ofu";"glonpier";0;0;"1,446,3672,3673";"-14.172184";"-169.663731"
"3941";"Euphorbia prostrata";"Ofu";"Samoa";0,25;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0,5;"Chamaesyce prostrata (Ait.) Small";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euphorbia prostrata_Samoa";"Euphorbia prostrata_Ofu";"glonpier";0;0;"1,79";"-14.172184";"-169.663731"
"3942";"Euphorbia thymifolia";"Ofu";"Samoa";0;"0";"Euphorbiaceae";"Malpighiales";"glonpier";0;"Chamaesyce thymifolia (L.) Millsp.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Euphorbia thymifolia_Samoa";"Euphorbia thymifolia_Ofu";"glonpier";0;0;"1";"-14.172184";"-169.663731"
"3943";"Phyllanthus amarus";"Ofu";"Samoa";0,3;"0";"Phyllanthaceae";"Malpighiales";"glonpier";0,5;"Phyllanthus amarus Sch. & Thon.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Phyllanthus amarus_Samoa";"Phyllanthus amarus_Ofu";"glonpier";0;0;"1,79,80,446,5923";"-14.172184";"-169.663731"
"3944";"Abrus precatorius";"Ofu";"Samoa";0,625;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Abrus precatorius L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Abrus precatorius_Samoa";"Abrus precatorius_Ofu";"glonpier";1;0;"1,150,80,161";"-14.172184";"-169.663731"
"3945";"Adenanthera pavonina";"Ofu";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";1;"Adenanthera pavonina L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Adenanthera pavonina_Samoa";"Adenanthera pavonina_Ofu";"glonpier";0;0;"1,208,80";"-14.172184";"-169.663731"
"3946";"Alysicarpus vaginalis";"Ofu";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Alysicarpus vaginalis (L.) DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Alysicarpus vaginalis_Samoa";"Alysicarpus vaginalis_Ofu";"glonpier";0;0;"1,446,788";"-14.172184";"-169.663731"
"3947";"Desmodium incanum";"Ofu";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Desmodium incanum DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Desmodium incanum_Samoa";"Desmodium incanum_Ofu";"glonpier";0;0;"1,446,2986";"-14.172184";"-169.663731"
"3948";"Desmodium triflorum";"Ofu";"Samoa";0,167;"0";"Fabaceae";"Fabales";"glonpier";0,5;"Desmodium triflorum (L.) DC.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Desmodium triflorum_Samoa";"Desmodium triflorum_Ofu";"glonpier";0;0;"1,446,3010";"-14.172184";"-169.663731"
"3949";"Inocarpus fagifer";"Ofu";"Samoa";0;"0";"Fabaceae";"Fabales";"glon";0;"Inocarpus fagifer (Parkinson) Fosb.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Inocarpus fagifer_Samoa";"Inocarpus fagifer_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3950";"Leucaena leucocephala";"Ofu";"Samoa";0,286;"0";"Fabaceae";"Fabales";"glonpier";1;"Leucaena leucocephala (Lam.) de Wit";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Leucaena leucocephala_Samoa";"Leucaena leucocephala_Ofu";"glonpier";0;0;"1,208,150,79,446,4978,4979";"-14.172184";"-169.663731"
"3951";"Mimosa pudica";"Ofu";"Samoa";0;"0";"Fabaceae";"Fabales";"glon";0;"Mimosa pudica L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Mimosa pudica_Samoa";"Mimosa pudica_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3952";"Pueraria montana";"Ofu";"Samoa";0;"0";"Fabaceae";"Fabales";"glonpier";0;"Pueraria lobata (Willd.) Ohwi";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Pueraria montana_Samoa";"Pueraria montana_Ofu";"glonpier";0;0;"1";"-14.172184";"-169.663731"
"3953";"Sida rhombifolia";"Ofu";"Samoa";0,3;"0";"Malvaceae";"Malvales";"glonpier";0,5;"Sida rhombifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Sida rhombifolia_Samoa";"Sida rhombifolia_Ofu";"glonpier";0;0;"1,79,80,446,6848";"-14.172184";"-169.663731"
"3954";"Sida parvifolia";"Ofu";"Samoa";0;"0";"Malvaceae";"Malvales";"glon";0;"Sida samoensis Rechinger";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Sida parvifolia_Samoa";"Sida parvifolia_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3955";"Psidium guajava";"Ofu";"Samoa";0,167;"0";"Myrtaceae";"Myrtales";"glonpier";1;"Psidium guajava L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Psidium guajava_Samoa";"Psidium guajava_Ofu";"glonpier";0;0;"1,208,79";"-14.172184";"-169.663731"
"3956";"Ludwigia octovalvis";"Ofu";"Samoa";0,25;"0";"Onagraceae";"Myrtales";"glonpier";0,5;"Ludwigia octocalvis (Jacq.) Raven";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Ludwigia octovalvis_Samoa";"Ludwigia octovalvis_Ofu";"glonpier";0;0;"1,150";"-14.172184";"-169.663731"
"3957";"Passiflora foetida";"Ofu";"Samoa";0,167;"0";"Passifloraceae";"Malpighiales";"glonpier";1;"Passiflora foetida L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Passiflora foetida_Samoa";"Passiflora foetida_Ofu";"glonpier";0;0;"1,208,79";"-14.172184";"-169.663731"
"3958";"Polygala paniculata";"Ofu";"Samoa";0,167;"0";"Polygalaceae";"Fabales";"glonpier";0,5;"Polygala paniculata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Polygala paniculata_Samoa";"Polygala paniculata_Ofu";"glonpier";0;0;"1,446,6159";"-14.172184";"-169.663731"
"3959";"Portulaca oleracea";"Ofu";"Samoa";0;"0";"Portulacaceae";"Caryophyllales";"glonpier";0;"Portulaca oleracea L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Portulaca oleracea_Samoa";"Portulaca oleracea_Ofu";"glonpier";0;0;"1";"-14.172184";"-169.663731"
"3960";"Morinda citrifolia";"Ofu";"Samoa";1;"0";"Rubiaceae";"Gentianales";"glon";0;"Morinda citrifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Morinda citrifolia_Samoa";"Morinda citrifolia_Ofu";"glon";1;0;"1";"-14.172184";"-169.663731"
"3961";"Spermacoce rubescens";"Ofu";"Samoa";0;"0";"Rubiaceae";"Gentianales";"glon";0;"Spermacoce assurgens Ruiz and Pavon";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Spermacoce rubescens_Samoa";"Spermacoce rubescens_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3962";"Physalis angulata";"Ofu";"Samoa";0;"0";"Solanaceae";"Solanales";"glonpier";0;"Physalis angulata L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Physalis angulata_Samoa";"Physalis angulata_Ofu";"glonpier";0;0;"1";"-14.172184";"-169.663731"
"3963";"Triumfetta rhomboidea";"Ofu";"Samoa";0,167;"0";"Sparrmanniaceae";"Malvales";"glonpier";1;"Triumfetta rhomboidea Jacq.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Triumfetta rhomboidea_Samoa";"Triumfetta rhomboidea_Ofu";"glonpier";0;0;"1,208,79";"-14.172184";"-169.663731"
"3964";"Premna serratifolia";"Ofu";"Samoa";0;"0";"Lamiaceae";"Lamiales";"glon";0;"Premna serratifolia L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Premna serratifolia_Samoa";"Premna serratifolia_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3965";"Stachytarpheta urticifolia";"Ofu";"Samoa";0;"0";"Verbenaceae";"Lamiales";"glon";0;"Stachytarpheta urticaefolia (Salisb.) Sims";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Stachytarpheta urticifolia_Samoa";"Stachytarpheta urticifolia_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3966";"Amorphophallus paeoniifolius";"Ofu";"Samoa";0;"0";"Araceae";"Alismatales";"glon";0;"Amorphophallus paeoniifolius (Dennst.) Nicholson";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Amorphophallus paeoniifolius_Samoa";"Amorphophallus paeoniifolius_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3967";"Canna indica";"Ofu";"Samoa";0,167;"0";"Cannaceae";"Zingiberales";"glonpier";0,5;"Canna indica L.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Canna indica_Samoa";"Canna indica_Ofu";"glonpier";0;0;"1,208,79";"-14.172184";"-169.663731"
"3968";"Commelina diffusa";"Ofu";"Samoa";0;"0";"Commelinaceae";"Commelinales";"glonpier";0;"Commelina diffusa Burm.f.";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Commelina diffusa_Samoa";"Commelina diffusa_Ofu";"glonpier";0;0;"1";"-14.172184";"-169.663731"
"3969";"Fimbristylis dichotoma";"Ofu";"Samoa";0;"0";"Cyperaceae";"Poales";"glon";0;"Fimbristylis dichotoma (L.) Vahl";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Fimbristylis dichotoma_Samoa";"Fimbristylis dichotoma_Ofu";"glon";0;0;"1";"-14.172184";"-169.663731"
"3970";"Kyllinga nemoralis";"Ofu";"Samoa";0;"0";"Cyperaceae";"Poales";"glonpier";0;"Kyllinga nemoralis (Forst.) Dandy ex Hutch. & Dalziel";"Whistler, W. A. 1998. A study of the rare plants of American Samoa. The U.S. Fish and Wildlife Service, Honolulu, Hawaii.";"Kyllinga nemoralis_Samoa";"Kyllinga nemoralis_Ofu";"glonpier";0;0;"1";"-14.172184";"-169.663731"
