higher_plant_group,class,superorder,order,scrubbed_family,scrubbed_genus,scrubbed_species_binomial,scrubbed_author,scrubbed_taxonomic_status
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Melocactus,Melocactus bahiensis,(Buining & Brederoo) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Glandulicactus,Glandulicactus uncinatus,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ferocactus,Ferocactus latispinus,(Haw.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia turbinata,(Arechav.) Hofacker,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocactus,Echinocactus platyacanthus,(Hook.) Bravo,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia frankiana,Rausch,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Copiapoa,Copiapoa pendulina,F.Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pediocactus,Pediocactus simpsonii,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cephalocereus,Cephalocereus scoparius,(Poselg.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Notocactus,Notocactus catarinensis,(F.Ritter) S.Theun.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Hylocereus,Hylocereus escuintlensis,Kimnach,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia borinquensis,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Copiapoa,Copiapoa cinerea,(Backeb.) N.P.Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Eulychnia,Eulychnia acida,Phil.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis obrepanda,(Cárdenas) G. Navarro,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus catingicola,(Werderm.) Zappi,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Schlumbergera,Schlumbergera epiphyloides,Lem.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Hylocereus,Hylocereus stenopterus,(F.A.C. Weber) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia lloydii,Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Neobuxbaumia,Neobuxbaumia mezcalaensis,Bravo,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria coronata,Scheidw.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Tephrocactus,Tephrocactus halophilus,(Speg.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia alcerrecensis,Iliff,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Arthrocereus,Arthrocereus melanurus,"(K.Schum.) Diers, P.Br. & Esteves",Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cochemiea,Cochemiea halei,(Brandegee) Walton,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia rudibuenekeri,(W.R. Abraham) Hofacker & P.J. Braun,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria knebeliana,Boed.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sclerocactus,Sclerocactus spinosior,(S.L. Welsh & Thorne) F. Hochstätter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Stenocactus,Stenocactus lamellosus,(A. Dietr.) A. Berger ex A.W. Hill,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cipocereus,Cipocereus crassisepalus,(Buining & Brederoo) Zappi & N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis rhodotricha,K.Schum.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pyrrhocactus,Pyrrhocactus marksianus,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia littoralis,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Oreocereus,Oreocereus varicolor,Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium quehlianum,(F. Haage) Vaupel ex Hosseus,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium castellanosii,Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria flavicentra,Backeb. ex Mottram,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis ovallei,(Remy) F.Ritter,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus fasciculatus,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rebutia,Rebutia fulviseta,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Epiphyllum,Epiphyllum anguliger,(Lem.) G.Don,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus fieldianus,(Britton & Rose) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis formosa,(Britton & Rose) M.Lowry,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus knippelianus,(Glass & R.A.Foster) Glass,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia caribaea,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pilosocereus,Pilosocereus kanukuensis,(Alexander) Leuenb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Brasilicereus,Brasilicereus phaeacanthus,(Gürke) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia rufida,Engelm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium platense,(Speg.) R. Kiesling,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Ariocarpus,Ariocarpus bravoanus,(Stuppy & N.P.Taylor) E.F.Anderson & W.A.Fitz Maur.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia fulvicoma,(Rauh & Backeb.) G.D. Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia imbricata,(Haw.) F.M. Knuth,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia engelmannii,(Griffiths) Parfitt & Pinkava,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus polyacanthus,(F.A.C. Weber) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis scopulicola,(F. Ritter) Mottram,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia rahmeri,Phil.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria orcuttii,Boed.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Disocactus,Disocactus ackermannii,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis conferta,Salm-Dyck,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia cardenasiana,R. Vásquez,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis neves-armondii,K. Schum.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha hintoniorum,Dicht & A. Lüthy,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cylindropuntia,Cylindropuntia imbricata,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Hatiora,Hatiora salicornioides,(Haw.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Schlumbergera,Schlumbergera microsphaerica,(K. Schum.) P.V. Heath,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Trichocereus,Trichocereus werdermannianus,Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Discocactus,Discocactus heptacanthus,(Barb.Rodr.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Corynopuntia,Corynopuntia bulbispina,(Engelm.) F.M. Knuth,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus viridiflorus,(Engelm.) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria karwinskiana,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cereus,Cereus phoeniceus,Engelm. & Bigelow,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis densispina,Werderm.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia arenacea,(Cárdenas) F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia rechensis,(Buining) F.H. Brandt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis sanguiniflora,(Backeb.) D.R.Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia arnostiana,(Lisal & Kolarik) Hofacker,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sulcorebutia,Sulcorebutia insperata,Rol.Müll.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cephalocereus,Cephalocereus macrocephalus,F.A.C. Weber ex K. Schum.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Loxanthocereus,Loxanthocereus eulalianus,Rauh & Backeb.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha elephantidens,(Bravo) Dicht & A. Lüthy,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Harrisia,Harrisia taylorii,Britton,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus acanthurus,(Backeb.) Ostolaza,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus maritimus,(E.Y. Dawson) W. Blum & Rutow,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Corryocactus,Corryocactus matucanensis,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria goodridgii,Scheer,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus knippelianus,(Glass & Foster) W. Blum & Mich. Lange,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Harrisia,Harrisia aboriginum,Small,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Espostoa,Espostoa lanata,,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cereus,Cereus ovatus,Pfeiff.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Copiapoa,Copiapoa cinerea,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocactus,Echinocactus megapotamicus,Osten,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinopsis,Echinopsis deserticola,(Werderm.) Friedrich & G.D.Rowley,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lobivia,Lobivia schreiteri,(Backeb.) Rausch,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Pyrrhocactus,Pyrrhocactus curvispinus,(Bertero ex Colla) A. Berger,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coryphantha,Coryphantha chihuahuensis,(Britton & Rose) A. Berger,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia schumanniana,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus parkeri,(N.P. Taylor) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria dasyacantha,(Britton & Rose) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Eriosyce,Eriosyce limariensis,(F.Ritter) Katt.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis cereoides,(Backeb. & Voll) A. Cast.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia columnaris,Cárdenas,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cactus,Cactus triacanthus,(DC.) Kuntze,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis darwinii,(Britton & Rose) R. Kiesling,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium paediophilum,F.Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Strophocactus,Strophocactus wittii,(K. Schum.) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Monvillea,Monvillea apoloensis,Cárdenas,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Weingartia,Weingartia frey-juckeri,Diers & K.Augustin,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia tabularis,(F. Cels ex Rümpler) D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Eriosyce,Eriosyce esmeraldana,(F. Ritter) Katt.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Navajoa,Navajoa fickeisenii,Backeb.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus winteri,D.R.Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Notocactus,Notocactus concinnus,A.Berger,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis riocampanensis,Madsen & Z. Aguirre,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis crenata,(Britton) Vaupel,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cipocereus,Cipocereus pleurocarpus,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia guatemalensis,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia punae,Cárdenas,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocereus,Echinocereus papillosus,(Clover) W.T.Marshall,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Bolivicereus,Bolivicereus soukupii,Knize,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium marsoneri,FriÄ ex Y.Itô,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis paranganiensis,(Cárdenas) Kimnach,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Oreocereus,Oreocereus variicolor,Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia ottonis,(Lehm.) N.P. Taylor,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Austrocactus,Austrocactus bertinii,(E. Cels ex Hérincq) Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Lobivia,Lobivia caineana,Cárdenas,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Browningia,Browningia hertlingiana,(Rauh) Buxb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Coleocephalocereus,Coleocephalocereus buxbaumianus,Buining,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia elatior,Mill.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium robustum,"R. Kiesling, O. Ferrari & Metzing",Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cleistocactus,Cleistocactus hyalacanthus,(K. Schum.) Rol.-Goss.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocactus,Echinocactus maelenii,Salm-Dyck,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia leptarthra,F.A.C. Weber,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Maihueniopsis,Maihueniopsis archiconoidea,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Corynopuntia,Corynopuntia moelleri,(A. Berger) F.M. Knuth,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Sclerocactus,Sclerocactus glaucus,(J.A. Purpus ex K. Schum.) L.D. Benson,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Acharagma,Acharagma huasteca,Elhart,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocactus,Echinocactus horizonthalonius,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Brachycereus,Brachycereus nesioticus,(K. Schum.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Tephrocactus,Tephrocactus weberi,(Speg.) Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Rhipsalis,Rhipsalis micrantha,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia ianthinantha,(F. Ritter) Iliff,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Harrisia,Harrisia pomanensis,,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Monvillea,Monvillea ballivianii,Cárdenas,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria compressa,DC.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Mammillaria,Mammillaria winterae,D.R. Hunt,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Cephalocereus,Cephalocereus remolinensis,(Backeb.) Borg,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Gymnocalycium,Gymnocalycium paraguayense,(K.Schum.) Hosseus,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Loxanthocereus,Loxanthocereus sulcifer,Rauh & Backeb.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Opuntia,Opuntia ficus-indica,(Haw.) Speg.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Parodia,Parodia gracilis,F. Ritter,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Echinocactus,Echinocactus polycephalus,J.M. Coult.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Hatiora,Hatiora epiphylloides,(Porto ex Werderm.) Buxb.,No opinion
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Winterocereus,Winterocereus colademononis,(Diers & Krahn) Metzing & R. Kiesling,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Thelocactus,Thelocactus rinconensis,(R. Haas) Mosco & Zanov.,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Tacinga,Tacinga funalis,Britton & Rose,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Peniocereus,Peniocereus rosei,"González Ortega, Jesús",Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Arrojadoa,Arrojadoa bahiensis,(U. Braun & Esteves) N.P. Taylor & Eggli,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Glandulicactus,Glandulicactus uncinatus,(Engelm.) U. Guzmán,Accepted
flowering plants,Equisetopsida,Caryophyllanae,Caryophyllales,Cactaceae,Escobaria,Escobaria villardii,"Castetter, Pierce & Schwerin",Accepted
