Species;seed mass;plant height;lifeform;longevity;light;temperature;continentality;humidity;reaction;nitrogen;salt;habitat
Dracocephalum_ruyschiana;2.5;60;3;3;6;5;8;4;7;2;0;7
Hyssopus_officinalis;1.3;60;5;3;8;7;6;2;7;3;0;4
Lycopus_exaltatus;0.3;160;3;3;7;6;6;9;8;8;0;7
Lycopus_europaeus;0.3;80;1;3;7;6;5;9;7;7;0;1
Horminum_pyrenaicum;0.71;45;3;3;9;2;4;5;9;2;0;4
Prunella_vulgaris;1;50;3;3;7;5;3;5;7;5;0;4
Prunella_grandiflora;1.01;40;3;3;7;5;5;3;8;3;0;4
Prunella_laciniata;1.24;30;3;3;7;7;2;3;9;2;0;4
Scutellaria_galericulata;0.75;60;3;3;7;6;5;9;7;6;0;1
Scutellaria_hastifolia;0.4412;40;3;3;7;7;6;8;7;5;0;4
Scutellaria_minor;0.825;30;3;3;7;6;2;9;2;3;0;4
Galeopsis_segetum;1.4;50;2;1;7;6;2;4;3;3;0;4
Galeopsis_ladanum;1.2;50;2;1;8;5;5;4;8;3;0;4
Galeopsis_angustifolia;1.42;50;2;1;8;7;4;2;8;4;0;4
Galeopsis_tetrahit;4.1;100;2;1;7;5;3;5;5;6;0;0
Galeopsis_bifida;3.47;80;2;1;7;5;5;5;6;6;0;0
Galeopsis_speciosa;4.08;80;2;1;7;5;6;5;5;8;0;0
Galeopsis_pubescens;4.4;50;2;1;7;5;4;5;5;6;0;3
Betonica_officinalis;1.01;75;3;3;7;6;5;4;5;3;0;4
Betonica_alopecuros;1.03;60;3;3;7;2;4;5;8;3;0;4
Melittis_melissophyllum;5.39;75;3;3;5;7;2;4;6;3;0;7
Stachys_arvensis;0.7;30;2;1;7;6;2;5;3;6;0;3
Stachys_annua;1.075;25;2;1;7;6;4;3;8;4;0;3
Stachys_sylvatica;1.4;100;3;3;4;5;3;7;7;7;0;7
Stachys_palustris;1.12;75;4;3;7;5;5;7;7;6;0;4
Stachys_recta;1.4;70;3;3;7;6;4;3;9;2;0;4
Stachys_germanica;1.4;80;3;3;7;7;4;3;8;5;0;3
Stachys_alpina;4.77;60;3;3;7;4;2;5;9;8;0;7
Leonurus_marrubiastrum;0.288;125;3;2;7;7;8;6;8;8;0;3
Ballota_nigra;0.89;80;5;3;8;6;5;5;5;8;0;3
Marrubium_vulgare;0.9;70;5;3;9;7;5;4;8;8;0;3
Lamium_album;1.7;60;3;3;7;5;3;5;5;9;0;3
Lamium_amplexicaule;0.6;30;2;1;6;6;5;4;7;7;0;3
Lamium_purpureum;0.7;40;2;1;7;5;3;5;7;7;0;3
Lamium_maculatum;1.8;75;3;3;5;5;4;6;7;8;0;3
Lamium_hybridum;1.1;25;2;1;7;6;4;5;7;7;0;3
Buddleja_davidii;0.1;250;6;3;8;7;4;4;7;4;0;0
Limosella_aquatica;0.02;5;2;1;7;6;3;8;7;3;0;3
Verbascum_thapsus;0.09;200;3;2;8;5;3;4;7;7;0;7
Verbascum_densiflorum;0.1;180;3;2;8;6;5;4;8;5;0;3
Verbascum_phlomoides;0.14;150;3;2;8;6;5;4;8;6;0;3
Verbascum_lychnitis;0.13;150;3;2;7;6;5;3;7;3;0;7
Verbascum_pulverulentum;0.17;150;3;2;8;8;4;3;9;5;0;0
Verbascum_nigrum;0.13;150;3;3;7;5;5;5;7;7;0;7
Verbascum_blattaria;0.1;120;3;2;8;7;7;3;7;6;1;3
Verbascum_phoeniceum;0.11;100;3;3;7;6;6;3;7;2;0;4
Scrophularia_nodosa;0.11;120;3;3;4;5;3;6;6;7;0;7
Scrophularia_umbrosa;0.08;150;3;3;7;6;5;10;8;7;0;3
Scrophularia_auriculata;0.12;120;3;3;8;7;1;9;6;7;0;3
Scrophularia_vernalis;0.2;80;3;2;5;6;5;5;7;7;0;3
Scrophularia_canina;0.7;60;3;3;8;8;2;4;8;3;0;4
Mimulus_guttatus;0.02;80;1;3;7;5;3;9;5;6;0;1
Utricularia_vulgaris;0.0363;100;1;3;7;6;5;10;5;4;0;1
Pinguicula_vulgaris;0.02;15;3;3;8;5;3;8;7;2;0;1
Pedicularis_palustris;0.69;60;3;2;8;5;5;9;5;2;0;1
Pedicularis_oederi;1.488;15;3;3;9;2;7;5;9;2;0;4
Pedicularis_verticillata;1.07;25;3;2;7;5;2;8;1;2;0;4
Pedicularis_rostratocapitata;1.3065;20;3;3;8;2;4;5;9;3;0;4
Pedicularis_aspleniifolia;0.4802;8;3;3;8;1;5;6;8;3;0;4
Melampyrum_sylvaticum;8.5;40;2;1;4;4;5;5;2;2;0;8
Melampyrum_pratense;5.3;50;2;1;5;5;3;5;3;2;0;0
Melampyrum_cristatum;5.74;35;2;1;7;7;5;3;8;2;0;7
Melampyrum_arvense;14.09;50;2;1;7;7;5;4;8;3;0;3
Lathraea_squamaria;0.67;30;4;3;3;5;3;6;7;6;0;7
Rhinanthus_glacialis;2.0685;50;2;1;8;4;4;5;5;2;0;5
Rhinanthus_alectorolophus;2.82;80;2;1;8;5;2;4;7;3;0;0
Rhinanthus_angustifolius;2.54;60;2;1;7;5;3;6;7;2;0;0
Rhinanthus_minor;2.51;60;2;1;7;5;3;4;5;3;0;4
Bartsia_alpina;0.28;30;4;3;8;3;3;7;7;3;0;1
Euphrasia_officinalis;0.31;40;2;1;6;5;3;5;5;4;0;4
Euphrasia_minima;0.1986;15;2;1;7;2;5;5;2;3;0;4
Euphrasia_frigida;0.21;20;2;1;7;3;3;5;3;2;0;5
Euphrasia_stricta;0.16;30;2;1;8;5;4;4;5;2;0;0
Euphrasia_nemorosa;0.18;40;2;1;8;5;3;5;4;1;0;5
Odontites_luteus;0.2;50;2;1;7;7;5;3;9;2;0;4
Odontites_vulgaris;0.2;50;2;1;6;6;3;5;7;5;0;4
Calystegia_soldanella;56.82;60;4;3;8;6;2;4;7;5;0;2
Calystegia_sepium;25.58;300;4;3;8;6;5;6;7;9;0;3
Convolvulus_arvensis;14.5;100;4;3;7;6;5;4;7;5;0;3
Cuscuta_europaea;0.47;120;2;1;5;6;5;7;5;7;0;3
Cuscuta_epilinum;0.6;100;2;1;5;7;4;5;5;5;0;3
Cuscuta_epithymum;0.41;80;2;1;5;5;5;5;5;2;0;5
Lycium_barbarum;1.8;200;6;3;9;7;5;5;7;4;0;7
Atropa_bella_donna;0.81;150;3;3;6;6;2;5;8;8;0;7
Hyoscyamus_niger;0.6;80;2;2;8;6;5;4;7;9;0;3
Physalis_alkekengi;1.6;80;3;3;5;7;5;6;8;7;0;7
Datura_stramonium;8.3;100;2;1;8;6;5;4;7;8;1;3
Solanum_dulcamara;1.44;150;6;3;7;5;5;8;5;8;0;0
Solanum_sarachoides;37.2;50;2;1;8;6;4;3;7;5;0;3
Solanum_nigrum;0.7;50;2;1;7;6;3;5;7;8;0;3
Solanum_villosum;0.74;40;2;1;8;7;3;5;7;7;0;3
Ilex_aquifolium;27;1000;6;3;4;5;2;5;4;5;0;7
Wahlenbergia_hederacea;0.03;15;5;3;6;6;1;9;4;3;0;4
Jasione_montana;0.07;35;3;2;7;6;3;3;3;2;0;4
Jasione_laevis;0.04;40;3;3;9;6;1;5;3;2;0;5
Adenophora_liliifolia;0.4;100;3;3;7;6;6;6;8;2;0;4
Campanula_rapunculus;0.03;80;3;2;7;7;2;3;7;4;0;7
Campanula_patula;0.02;60;3;2;8;6;4;5;7;5;0;4
Campanula_scheuchzeri;0.0974;25;3;3;8;2;4;5;5;3;0;0
Campanula_baumgartenii;0.1;50;3;3;7;7;4;5;6;3;0;7
Campanula_rotundifolia;0.06;40;3;3;7;5;5;4;5;2;0;0
Campanula_persicifolia;0.1;80;3;3;5;5;4;4;8;3;0;7
Legousia_speculum_veneris;0.2;40;2;1;7;7;4;4;8;3;0;3
Legousia_hybrida;0.29;25;2;1;7;7;2;4;7;3;0;3
Phyteuma_orbiculare;0.188;40;3;3;8;3;4;5;8;3;0;4
Phyteuma_hemisphaericum;0.1;15;3;3;8;2;4;5;3;1;0;4
Phyteuma_nigrum;0.13;60;3;3;7;4;4;5;5;4;0;4
Phyteuma_spicatum;0.15;60;3;3;5;5;4;5;6;5;0;7
Phyteuma_ovatum;0.18;80;3;3;7;3;4;6;7;6;0;4
Phyteuma_betonicifolium;0.038;70;3;3;8;3;4;5;2;1;0;5
Campanula_rapunculoides;0.13;80;3;3;6;6;4;4;7;4;0;7
Campanula_bononiensis;0.2;70;3;3;7;6;6;3;8;2;0;7
Campanula_glomerata;0.13;30;3;3;7;5;7;4;7;3;0;4
Campanula_cervicaria;0.053;100;3;2;6;6;5;5;8;4;0;0
Campanula_thyrsoides;0.13;50;3;2;8;2;4;5;7;4;0;4
Campanula_trachelium;0.21;100;3;3;4;5;3;6;8;8;0;7
Campanula_latifolia;0.31;120;3;3;4;5;5;6;8;8;0;7
Campanula_rhomboidalis;0.0861;70;3;3;6;3;4;5;5;7;0;4
Campanula_barbata;0.05;30;3;3;7;2;4;5;1;2;0;5
Menyanthes_trifoliata;2.4;50;1;3;8;5;5;9;5;3;0;1
Nymphoides_peltata;0.5;200;1;3;8;7;5;10;8;7;0;1
Carlina_acaulis;4.05;15;3;3;9;4;5;4;3;2;0;5
Carlina_vulgaris;1.4;60;3;2;7;5;3;4;7;3;0;4
Carlina_biebersteinii;1.23;70;3;2;7;3;4;4;7;3;0;4
Echinops_sphaerocephalus;9.06;200;3;3;8;7;6;4;8;7;0;3
Onopordum_acanthium;8.3;250;3;2;9;7;6;4;7;8;0;3
Arctium_minus;9.8;120;3;2;9;5;3;5;8;8;0;3
Arctium_lappa;11;160;3;2;9;6;4;5;7;9;0;3
Arctium_nemorosum;390.07;200;3;2;6;6;2;7;7;9;0;7
Arctium_tomentosum;9.04;100;3;2;8;5;7;5;8;9;0;3
Jurinea_cyanoides;6.3;60;3;3;7;8;6;2;7;2;0;4
Cirsium_vulgare;2.9;120;3;3;8;5;3;5;7;8;0;3
Cirsium_eriophorum;11.6;120;3;2;8;5;3;4;9;5;0;3
Cirsium_arvense;1.3;100;4;3;8;5;5;5;5;7;1;3
Cirsium_oleraceum;2.5;150;3;3;6;5;3;7;7;5;0;4
Cirsium_spinosissimum;2.9146;50;3;3;7;2;5;6;7;8;0;3
Cirsium_helenioides;1.78;120;3;3;7;4;5;8;5;6;0;4
Cirsium_rivulare;2.4;120;3;3;9;5;4;8;8;5;0;4
Cirsium_palustre;1.67;200;3;2;7;5;3;8;4;3;0;4
Cirsium_tuberosum;3.04;80;4;3;7;6;2;6;8;3;0;4
Cirsium_erisithales;2.949;120;3;3;6;5;5;5;8;2;0;0
Cirsium_acaule;4.19;10;3;3;9;5;4;3;8;2;0;4
Carduus_defloratus;2.762;100;3;3;7;5;4;4;8;4;0;4
Carduus_nutans;4.4;160;3;2;8;6;5;4;8;6;0;3
Carduus_crispus;1.75;130;3;2;7;6;5;6;7;9;0;3
Carduus_personata;1.8;120;3;3;7;4;2;8;8;8;0;0
Carduus_acanthoides;2.49;130;3;2;9;5;6;4;8;7;0;3
Serratula_tinctoria;2.38;80;4;3;6;6;5;5;7;3;0;4
Centaurea_scabiosa;6.5;100;3;3;7;5;3;3;8;3;0;4
Centaurea_montana;15.5;60;3;3;6;4;4;5;7;6;0;7
Centaurea_triumfettii;9.65;70;3;3;6;7;5;4;7;4;0;7
Centaurea_cyanus;4.1;80;2;1;7;6;5;5;5;5;0;3
Centaurea_diffusa;3.34;50;3;2;9;7;6;3;8;3;0;3
Cnicus_benedictus;18.9;60;2;1;8;8;3;4;7;6;0;3
Centaurea_nigrescens;2.611;100;3;3;8;6;6;4;6;6;0;4
Centaurea_jacea;1.06;120;3;3;7;5;5;5;5;5;0;5
Centaurea_nigra;2.4;60;3;3;8;4;2;5;3;4;0;5
Centaurea_pseudophrygia;2.7946;100;3;3;8;4;5;5;5;4;0;4
Centaurea_stenolepis;2.3;100;3;3;6;6;5;4;8;4;0;7
Centaurea_phrygia;2.1297;120;3;3;8;5;5;5;5;4;0;4
Centaurea_solstitialis;3;90;2;2;8;6;6;4;7;6;0;3
Centaurea_calcitrapa;2.3;60;3;3;8;7;3;5;5;6;0;3
Tragopogon_pratensis;5.07;70;3;2;7;5;5;5;7;6;0;4
Tragopogon_dubius;8;60;3;2;8;7;4;4;8;4;0;3
Scorzonera_hispanica;10.4;100;3;3;7;7;6;4;8;3;0;7
Scorzonera_austriaca;6;50;3;3;7;7;7;3;8;2;0;4
Scorzonera_humilis;4.07;50;3;3;7;6;5;7;5;2;0;4
Scorzonera_purpurea;0.544;70;3;3;8;7;6;2;8;2;0;4
Cichorium_intybus;5.9;100;3;3;9;6;5;4;8;5;0;3
Tolpis_staticifolia;0.1353;50;3;3;9;4;4;4;8;2;0;4
Arnoseris_minima;0.4;30;2;1;7;6;2;4;3;3;0;3
Hieracium_intybaceum;0.7;30;3;3;8;3;2;4;4;2;0;4
Hieracium_rothianum;0.1;90;3;3;9;8;6;2;8;1;0;4
Hieracium_peleterianum;0.2;25;3;3;7;8;2;3;4;2;0;0
Hieracium_pilosella;0.2;30;3;3;7;5;3;4;5;2;0;5
Hieracium_angustifolium;0.2;80;3;3;8;3;5;5;4;2;0;5
Hieracium_piloselloides;0.1;80;3;3;9;6;4;4;8;2;0;4
Hieracium_fallax;0.1;80;3;3;9;7;4;2;7;1;0;0
Hieracium_caespitosum;0.09;80;3;3;8;5;6;7;7;3;0;5
Hieracium_aurantiacum;0.106;40;3;3;8;3;5;5;4;2;0;5
Hieracium_echioides;0.2;110;3;3;8;6;6;2;6;1;0;4
Hieracium_cymosum;0.1;80;3;3;7;6;5;3;8;2;0;4
Hieracium_bauhini;0.1;80;3;3;9;7;4;3;7;1;0;4
Hieracium_lactucella;0.1;20;3;3;8;5;3;6;4;2;0;5
Hieracium_sabaudum;0.42;120;3;3;5;6;3;4;4;2;0;7
Hieracium_caesium;0.34;80;3;3;9;4;3;4;8;3;0;4
Hieracium_lachenalii;0.4;60;3;3;5;5;5;4;4;2;0;7
Hieracium_laevigatum;0.5;120;3;3;7;5;3;5;2;2;0;7
Hieracium_schmidtii;0.6;40;3;3;8;6;2;4;2;1;0;4
Hieracium_murorum;0.4;60;3;3;4;5;3;5;5;4;0;0
Hieracium_bifidum;0.5;50;3;3;8;5;3;4;8;3;0;4
Hieracium_racemosum;0.318;80;3;3;7;6;4;4;5;2;0;7
Hieracium_alpinum;0.612;15;3;3;8;2;3;5;1;1;0;5
Hieracium_umbellatum;0.53;120;3;3;6;6;5;4;4;2;0;7
Hieracium_bupleuroides;0.7;40;3;3;9;5;4;4;9;2;0;4
Hieracium_villosum;0.7;30;3;3;9;2;4;5;9;3;0;4
Hieracium_maculatum;0.39;60;3;3;5;7;4;4;5;2;0;0
Hieracium_glaucum;0.9;40;3;3;9;3;4;4;9;2;0;4
Hieracium_franconicum;0.7;30;3;3;9;5;4;2;8;1;0;4
Hieracium_piliferum;0.6222;15;3;3;9;1;4;5;1;1;0;4
Hieracium_valdepilosum;1.2;50;3;3;8;3;4;5;7;4;0;4
Lactuca_perennis;1.36;40;3;3;9;7;4;2;8;2;0;4
Mycelis_muralis;0.31;90;3;3;4;6;2;5;5;6;0;3
Cicerbita_alpina;1.1;250;3;3;6;3;2;6;6;8;0;7
Lactuca_viminea;1.2;100;3;2;6;7;5;3;7;3;0;7
Lactuca_quercina;1.39;100;2;2;5;7;5;4;8;3;0;7
Lactuca_saligna;0.57;60;2;2;9;8;5;4;8;5;1;3
Lactuca_virosa;0.9;200;2;2;7;8;2;4;7;7;0;3
Lactuca_serriola;0.58;120;2;2;9;7;7;4;5;4;0;3
Sonchus_oleraceus;0.3;80;2;2;7;6;5;4;8;8;0;3
Sonchus_asper;0.28;60;2;2;7;5;5;6;7;7;0;3
Sonchus_palustris;0.58;300;3;3;7;6;6;8;7;7;1;3
Sonchus_arvensis;0.49;120;4;3;7;5;5;5;7;5;1;3
Aposeris_foetida;2.17;20;3;3;4;4;4;5;6;5;0;7
Prenanthes_purpurea;0.28;150;3;3;4;4;4;5;5;5;0;7
Leontodon_helveticus;1.71;50;3;3;8;3;4;5;3;2;0;5
Leontodon_autumnalis;0.7;45;3;3;7;5;3;5;5;5;0;4
Picris_hieracioides;1.18;90;3;2;8;5;5;4;8;4;0;3
Picris_echioides;0.84;120;2;2;7;7;3;5;8;6;0;3
Leontodon_incanus;1.4;35;3;3;7;5;4;3;9;2;0;8
Leontodon_hispidus;1.1;40;3;3;8;5;3;5;7;6;0;5
Hypochaeris_uniflora;2.7;60;3;3;8;2;4;4;4;2;0;5
Hypochaeris_maculata;1.112;60;3;3;7;6;5;4;6;2;0;7
Hypochaeris_radicata;1.04;60;3;3;8;5;3;5;4;3;0;5
Hypochaeris_glabra;0.4;30;2;2;9;7;2;3;3;1;0;4
Taraxacum_alpinum;0.45;15;3;3;8;2;4;6;8;6;0;4
Crepis_praemorsa;0.4515;60;3;3;6;7;6;3;9;3;0;7
Lapsana_communis;0.9;100;2;1;5;6;3;5;5;7;0;3
Crepis_mollis;0.85;75;3;3;8;4;5;5;5;5;0;4
Crepis_nicaeensis;0.323;60;3;2;8;6;4;4;7;6;0;4
Crepis_tectorum;0.2583;100;2;1;8;6;7;4;5;6;0;3
Crepis_paludosa;0.57;90;3;3;7;5;3;8;8;6;0;4
Crepis_foetida;0.5;30;2;1;9;7;3;4;7;3;0;3
Crepis_conyzifolia;3.1;50;3;3;9;3;4;5;2;2;0;5
Crepis_setosa;0.112;80;2;1;9;7;4;4;7;3;0;3
Crepis_biennis;1.23;120;3;2;6;5;3;6;6;5;0;4
Crepis_aurea;0.6;30;3;3;8;2;4;5;5;7;0;4
Crepis_capillaris;0.24;60;2;2;7;6;2;5;6;4;0;4
Chondrilla_juncea;0.49;60;3;2;8;7;5;3;6;5;0;3
Chondrilla_chondrilloides;0.4;35;3;3;9;4;4;5;9;2;0;4
Doronicum_pardalianches;0.27;90;3;3;4;6;2;5;7;6;0;7
Doronicum_columnae;0.39;50;3;3;8;2;4;6;8;7;0;7
Doronicum_austriacum;1.2;100;3;3;5;3;4;6;7;7;0;7
Doronicum_glaciale;0.595;20;3;3;8;1;4;6;7;3;0;4
Petasites_hybridus;0.21;80;4;3;7;5;2;8;7;8;0;3
Petasites_albus;0.2;30;4;3;4;4;4;6;5;5;0;7
Homogyne_alpina;0.94;40;3;3;6;4;2;6;4;2;0;8
Tussilago_farfara;0.3;25;4;3;8;5;3;6;8;5;0;3
Tephroseris_palustris;0.63;100;3;2;9;6;7;9;7;7;0;3
Tephroseris_helenitis;1.2;70;3;3;8;6;2;8;5;2;0;4
Senecio_sarracenicus;0.411;150;3;3;7;7;5;9;7;8;0;3
Senecio_doronicum;0.28;60;3;3;8;2;4;5;8;3;0;4
Senecio_ovatus;1.17;150;3;3;7;5;4;5;5;8;0;7
Senecio_hercynicus;1.13;130;3;3;7;4;7;6;5;8;0;7
Senecio_vulgaris;0.22;50;2;1;7;5;5;5;5;8;0;3
Senecio_vernalis;0.2;50;2;1;7;6;6;4;7;6;1;3
Senecio_squalidus;0.2;40;2;2;8;3;4;5;7;8;0;3
Senecio_sylvaticus;0.25;90;2;1;8;6;3;5;5;8;0;7
Senecio_viscosus;0.51;50;2;1;8;6;4;3;4;4;0;4
Adenostyles_glabra;1.7;50;3;3;6;3;4;6;8;4;0;4
Senecio_abrotanifolius;0.48;30;5;3;7;3;4;4;7;2;0;8
Senecio_paludosus;0.59;180;3;3;7;6;4;9;5;6;0;1
Senecio_erucifolius;0.34;120;3;3;8;6;4;3;8;4;0;3
Senecio_erraticus;0.1598;150;3;2;8;6;2;6;5;6;0;4
Senecio_aquaticus;0.43;120;3;2;7;6;2;8;4;5;0;4
Senecio_jacobaea;0.25;90;3;2;8;5;3;4;7;5;0;4
Senecio_subalpinus;0.5;70;3;3;6;4;4;8;7;7;0;4
Senecio_alpinus;0.6;70;3;3;7;3;4;6;8;9;0;3
Calendula_arvensis;6.2;20;2;1;7;8;3;4;8;6;0;3
Gnaphalium_uliginosum;0.012;20;2;1;7;6;4;7;4;4;0;3
Gnaphalium_sylvaticum;0.04;80;3;3;8;5;3;5;4;6;0;7
Helichrysum_arenarium;0.0765;40;3;3;8;6;7;2;5;1;0;4
Leontopodium_alpinum;0.13;20;3;3;8;2;5;4;8;2;0;4
Gnaphalium_supinum;0.09;12;3;3;7;2;3;5;3;4;0;4
Filago_minima;0.03;15;2;1;9;6;3;2;4;1;0;4
Filago_gallica;0.13;30;2;1;9;8;2;2;6;1;0;4
Filago_vulgaris;0.06;40;2;1;8;7;3;3;5;2;0;4
Filago_lutescens;0.04;40;2;1;9;7;2;3;4;2;0;4
Filago_pyramidata;0.05;30;2;1;9;8;5;2;4;1;0;4
Filago_arvensis;0.015;30;2;1;8;7;5;3;4;2;0;4
Antennaria_dioica;0.05;20;3;3;7;5;5;4;3;2;0;5
Antennaria_carpatica;0.08;15;5;3;9;2;5;5;6;2;0;4
Aster_linosyris;1.34;60;3;3;8;7;5;2;8;2;0;4
Aster_tripolium;2.03;100;2;2;8;6;5;9;7;7;2;2
Bellis_perennis;0.13;15;3;3;8;5;2;5;5;6;0;4
Aster_bellidiastrum;0.2266;30;3;3;7;3;4;5;8;4;0;4
Aster_amellus;0.54;60;3;3;8;6;6;4;9;3;0;7
Aster_alpinus;1.3;20;3;3;9;2;5;5;7;2;0;4
Aster_novae_angliae;0.4;150;3;3;7;6;5;7;7;9;0;3
Aster_novi_belgii;0.3068;120;3;3;9;6;2;6;7;9;0;3
Solidago_graminifolia;0.07;150;4;3;8;6;5;7;7;7;0;3
Erigeron_annuus;0.05;130;3;2;7;6;5;6;5;8;0;3
Erigeron_uniflorus;0.18;15;3;3;9;1;6;5;5;2;0;4
Erigeron_alpinus;0.2;25;3;3;8;1;5;5;5;3;0;4
Erigeron_atticus;0.2;50;3;3;9;2;4;5;6;4;0;4
Erigeron_acris;0.1;40;3;2;9;5;7;4;8;2;0;4
Conyza_canadensis;0.07;90;2;1;8;6;5;4;5;5;0;3
Solidago_virgaurea;0.49;90;3;3;5;5;5;5;5;4;0;0
Solidago_gigantea;0.22;150;4;3;8;6;5;6;5;7;0;3
Solidago_canadensis;0.104;150;4;3;8;6;5;6;5;6;0;3
Artemisia_campestris;0.1;60;5;3;9;6;5;2;5;2;0;4
Artemisia_absinthium;0.1;120;5;3;9;6;7;4;7;8;0;3
Artemisia_rupestris;0.5;45;5;3;9;6;8;7;8;3;1;2
Artemisia_umbelliformis;0.28;25;3;3;9;2;6;3;4;2;0;4
Artemisia_pontica;0.0624;80;3;3;9;7;6;3;7;4;0;3
Artemisia_vulgaris;0.17;120;3;3;7;6;5;6;5;8;0;3
Artemisia_verlotiorum;0.1147;180;3;3;9;6;3;6;7;8;0;3
Artemisia_maritima;0.5;60;5;3;9;6;8;5;5;7;1;2
Artemisia_annua;0.03;120;2;1;9;7;7;4;7;6;0;3
Achillea_ptarmica;0.25;90;3;3;8;6;3;8;4;2;0;4
Achillea_nana;0.286;15;3;3;8;1;3;6;6;2;0;4
Achillea_atrata;0.3;30;3;3;9;2;4;5;8;3;0;4
Achillea_millefolium;0.1;45;3;3;8;5;5;4;5;5;0;4
Achillea_collina;0.14;70;3;3;9;6;6;2;7;2;0;4
Achillea_pannonica;0.145;70;3;3;7;7;6;3;6;2;0;4
Achillea_setacea;0.2;30;3;3;9;7;8;2;7;1;0;4
Achillea_nobilis;0.1;50;3;3;8;7;7;4;8;1;0;4
Matricaria_recutita;0.04;50;2;1;7;6;5;5;5;5;0;3
Matricaria_discoidea;0.1;30;2;1;8;5;3;5;7;8;0;3
Anthemis_tinctoria;0.33;60;3;3;8;6;5;2;6;4;0;3
Anthemis_austriaca;0.5912;60;2;2;8;7;6;3;9;5;0;3
Tripleurospermum_perforatum;0.3;80;2;1;7;6;3;5;6;6;0;3
Tripleurospermum_maritimum;0.29;40;3;2;9;6;3;6;7;8;2;2
Anthemis_ruthenica;0.2192;50;2;1;9;7;6;3;7;4;0;3
Anthemis_arvensis;0.64;45;2;2;7;6;5;4;6;6;0;3
Anthemis_cotula;0.42;50;2;1;7;6;3;4;5;5;0;3
Tanacetum_corymbosum;0.45;100;3;3;6;7;5;4;7;4;0;7
Tanacetum_vulgare;0.2;120;3;3;8;6;4;5;8;5;0;3
Leucanthemum_halleri;0.5;50;3;3;9;2;4;5;9;2;0;4
Leucanthemum_vulgare;0.41;60;3;3;7;5;3;4;5;3;0;4
Leucanthemopsis_alpina;0.329;15;3;3;8;2;4;7;2;2;0;4
Buphthalmum_salicifolium;0.36;70;3;3;8;5;4;4;8;3;0;0
Carpesium_cernuum;0.602;80;3;2;5;6;4;5;7;7;0;3
Telekia_speciosa;0.564;170;3;3;7;6;4;7;7;7;0;3
Inula_helenium;1.01;200;3;3;7;7;6;5;7;5;0;0
Inula_conyzae;0.24;90;3;3;6;6;2;4;7;3;0;7
Inula_britannica;0.152;80;3;2;8;6;5;7;8;5;1;3
Inula_helvetica;0.2;150;3;3;7;8;5;8;8;8;0;3
Inula_salicina;0.45;60;3;3;8;6;5;6;9;3;0;4
Inula_hirta;1.12;50;3;3;7;6;6;3;8;3;0;7
Inula_germanica;0.098;60;3;3;8;7;6;3;8;2;0;7
Inula_spiraeifolia;0.195;80;3;3;8;7;6;3;9;2;0;4
Pulicaria_dysenterica;0.07;80;3;3;8;6;3;7;7;5;0;3
Bidens_tripartita;2.1;120;2;1;8;6;5;8;5;8;0;3
Bidens_radiata;1;90;2;1;9;6;5;9;6;8;0;3
Bidens_cernua;2.9;90;2;1;8;6;5;9;7;9;0;3
Bidens_frondosa;5.2;120;2;1;7;6;5;9;7;8;0;3
Bidens_connata;2.741;80;2;1;8;7;5;9;7;9;0;3
Iva_xanthiifolia;0.7;150;2;1;9;7;8;4;7;6;0;3
Xanthium_strumarium;174.1;75;2;1;8;7;5;5;7;6;1;3
Rudbeckia_laciniata;2.5;250;4;3;7;6;5;8;7;7;0;3
Rudbeckia_hirta;0.3;120;2;2;8;7;5;4;8;5;0;3
Galinsoga_parviflora;0.22;60;2;1;7;6;3;5;5;8;0;3
Galinsoga_ciliata;0.25;60;2;1;7;6;4;4;6;7;0;3
Eupatorium_cannabinum;0.29;150;3;3;7;5;3;7;7;8;0;3
Arnica_montana;1.67;50;3;3;9;4;4;5;3;2;0;5
Hedera_helix;23.6;3000;6;3;4;5;2;5;5;5;0;7
Hydrocotyle_vulgaris;0.55;20;3;3;7;5;2;9;3;2;0;1
Astrantia_bavarica;1.7;60;3;3;7;2;4;5;8;4;0;4
Astrantia_major;2.95;50;3;3;6;4;4;6;8;5;0;0
Sanicula_europaea;3.15;35;3;3;4;5;3;5;8;6;0;7
Eryngium_campestre;1.79;50;3;3;9;7;5;3;8;3;0;4
Bupleurum_stellatum;2.94;40;3;3;8;3;5;4;3;3;0;4
Bupleurum_rotundifolium;2.74;60;2;1;8;7;4;3;9;4;0;3
Bupleurum_tenuissimum;1.55;70;2;1;9;6;4;7;8;4;1;3
Bupleurum_ranunculoides;1.55;60;3;3;9;2;5;5;9;3;0;4
Bupleurum_longifolium;2.8;150;3;3;5;5;6;4;9;5;0;0
Pleurospermum_austriacum;5.59;200;3;3;5;4;5;6;8;4;0;7
Cicuta_virosa;1.5;125;3;3;7;6;7;9;5;5;0;1
Oenanthe_aquatica;2.34;130;1;2;7;6;5;10;7;6;0;1
Oenanthe_lachenalii;0.9;60;3;3;8;7;2;8;8;7;1;3
Oenanthe_peucedanifolia;1.8;70;1;3;7;7;2;9;5;3;0;4
Oenanthe_silaifolia;1.7;60;3;3;8;6;5;8;7;5;1;4
Oenanthe_fistulosa;6.65;100;1;3;7;7;2;9;8;5;0;1
Sium_latifolium;1.77;150;1;3;7;6;4;10;7;7;0;1
Berula_erecta;0.76;60;1;3;8;6;3;10;8;6;1;1
